model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0893,0.0,0.6133,0.0,0.524,0.0,DyckLanguage
ai21/j1-grande-v2-beta,1,0.044,0.0,0.6,0.0,0.644,0.0,DyckLanguage
ai21/j1-jumbo,1,0.0013,0.0,0.4667,0.0,0.468,0.0,DyckLanguage
ai21/j2-large,1,0.0127,0.0,0.5867,0.0,0.574,0.0,DyckLanguage
anthropic/stanford-online-all-v4-s3,1,0.0033,0.0,0.8533,0.0,0.85,0.0,DyckLanguage
cohere/command-xlarge-beta,1,0.066,0.0,0.52,0.0,0.454,0.0,DyckLanguage
cohere/xlarge-20221108,1,0.0153,0.0,0.6133,0.0,0.598,0.0,DyckLanguage
lmsys/vicuna-7b-v1.3,1,0.0353,0.0,0.5867,0.0,0.622,0.0,DyckLanguage
microsoft/TNLGv2_530B,1,0.0353,0.0,0.8133,0.0,0.778,0.0,DyckLanguage
microsoft/TNLGv2_7B,1,0.016,0.0,0.52,0.0,0.536,0.0,DyckLanguage
mosaicml/mpt-30b,1,0.0593,0.0,0.6933,0.0,0.634,0.0,DyckLanguage
openai/text-babbage-001,1,0.0453,0.0,0.2533,0.0,0.208,0.0,DyckLanguage
openai/text-davinci-003,1,0.0533,0.0,0.7067,0.0,0.76,0.0,DyckLanguage
together/bloom,1,0.0613,0.0,0.4667,0.0,0.528,0.0,DyckLanguage
together/opt-175b,1,0.0493,0.0,0.4667,0.0,0.516,0.0,DyckLanguage
together/redpajama-incite-base-3b-v1,1,0.1033,0.0,0.4267,0.0,0.53,0.0,DyckLanguage
writer/palmyra-x,1,0.0647,0.0,0.5333,0.0,0.598,0.0,DyckLanguage
AlephAlpha/luminous-base,1,0.029,0.0,0.0,0.0,0.029,0.0,GSM8K-Classic
ai21/j1-grande-v2-beta,1,0.0247,0.0,0.1067,0.0,0.082,0.0,GSM8K-Classic
ai21/j1-jumbo,1,0.0147,0.0,0.0667,0.0,0.052,0.0,GSM8K-Classic
ai21/j2-large,1,0.0333,0.0,0.0533,0.0,0.02,0.0,GSM8K-Classic
anthropic/stanford-online-all-v4-s3,1,0.0357,0.0,0.1867,0.0,0.151,0.0,GSM8K-Classic
cohere/command-xlarge-beta,1,0.0063,0.0,0.1333,0.0,0.127,0.0,GSM8K-Classic
cohere/xlarge-20221108,1,0.0163,0.0,0.0667,0.0,0.083,0.0,GSM8K-Classic
lmsys/vicuna-7b-v1.3,1,0.014,0.0,0.12,0.0,0.134,0.0,GSM8K-Classic
microsoft/TNLGv2_530B,1,0.0107,0.0,0.1467,0.0,0.136,0.0,GSM8K-Classic
microsoft/TNLGv2_7B,1,0.0077,0.0,0.0267,0.0,0.019,0.0,GSM8K-Classic
mosaicml/mpt-30b,1,0.0227,0.0,0.1867,0.0,0.164,0.0,GSM8K-Classic
openai/text-babbage-001,1,0.0,0.0,0.0,0.0,0.0,0.0,GSM8K-Classic
openai/text-davinci-003,1,0.039,0.0,0.56,0.0,0.521,0.0,GSM8K-Classic
together/bloom,1,0.0603,0.0,0.0267,0.0,0.087,0.0,GSM8K-Classic
together/opt-175b,1,0.006,0.0,0.04,0.0,0.034,0.0,GSM8K-Classic
together/redpajama-incite-base-3b-v1,1,0.0033,0.0,0.0133,0.0,0.01,0.0,GSM8K-Classic
writer/palmyra-x,1,0.015,0.0,0.64,0.0,0.625,0.0,GSM8K-Classic
AlephAlpha/luminous-base,1,0.0654,0.0,0.1333,0.0,0.1988,0.0,TruthfulQA-Classic
ai21/j1-grande-v2-beta,1,0.0361,0.0,0.2667,0.0,0.3028,0.0,TruthfulQA-Classic
ai21/j1-jumbo,1,0.0283,0.0,0.2133,0.0,0.185,0.0,TruthfulQA-Classic
ai21/j2-large,1,0.0267,0.0,0.2133,0.0,0.2401,0.0,TruthfulQA-Classic
anthropic/stanford-online-all-v4-s3,1,0.0804,0.0,0.2667,0.0,0.3471,0.0,TruthfulQA-Classic
cohere/command-xlarge-beta,1,0.0451,0.0,0.2133,0.0,0.2584,0.0,TruthfulQA-Classic
cohere/xlarge-20221108,1,0.0513,0.0,0.12,0.0,0.1713,0.0,TruthfulQA-Classic
lmsys/vicuna-7b-v1.3,1,0.0413,0.0,0.24,0.0,0.2813,0.0,TruthfulQA-Classic
microsoft/TNLGv2_530B,1,0.0676,0.0,0.2,0.0,0.2676,0.0,TruthfulQA-Classic
microsoft/TNLGv2_7B,1,0.0272,0.0,0.1333,0.0,0.1606,0.0,TruthfulQA-Classic
mosaicml/mpt-30b,1,0.0678,0.0,0.16,0.0,0.2278,0.0,TruthfulQA-Classic
openai/text-babbage-001,1,0.0441,0.0,0.2933,0.0,0.2492,0.0,TruthfulQA-Classic
openai/text-davinci-003,1,0.0419,0.0,0.6,0.0,0.5581,0.0,TruthfulQA-Classic
together/bloom,1,0.0178,0.0,0.1733,0.0,0.1911,0.0,TruthfulQA-Classic
together/opt-175b,1,0.018,0.0,0.2267,0.0,0.2446,0.0,TruthfulQA-Classic
together/redpajama-incite-base-3b-v1,1,0.0181,0.0,0.2933,0.0,0.2752,0.0,TruthfulQA-Classic
writer/palmyra-x,1,0.1159,0.0,0.4667,0.0,0.5826,0.0,TruthfulQA-Classic
AlephAlpha/luminous-base,1,0.0925,0.0,0.8,0.0,0.7075,0.0,EntityDataImputation
ai21/j1-grande-v2-beta,1,0.0311,0.0,0.8,0.0,0.7689,0.0,EntityDataImputation
ai21/j1-jumbo,1,0.0877,0.0,0.8,0.0,0.7123,0.0,EntityDataImputation
ai21/j2-large,1,0.083,0.0,0.8,0.0,0.717,0.0,EntityDataImputation
anthropic/stanford-online-all-v4-s3,1,0.0759,0.0,0.8,0.0,0.7241,0.0,EntityDataImputation
cohere/command-xlarge-beta,1,0.0618,0.0,0.8,0.0,0.7382,0.0,EntityDataImputation
cohere/xlarge-20221108,1,0.0507,0.0,0.8267,0.0,0.7759,0.0,EntityDataImputation
lmsys/vicuna-7b-v1.3,1,0.0838,0.0,0.7867,0.0,0.7028,0.0,EntityDataImputation
microsoft/TNLGv2_530B,1,0.0209,0.0,0.8133,0.0,0.7925,0.0,EntityDataImputation
microsoft/TNLGv2_7B,1,0.0027,0.0,0.8133,0.0,0.816,0.0,EntityDataImputation
mosaicml/mpt-30b,1,0.0019,0.0,0.8533,0.0,0.8514,0.0,EntityDataImputation
openai/text-babbage-001,1,0.044,0.0,0.64,0.0,0.684,0.0,EntityDataImputation
openai/text-davinci-003,1,0.0043,0.0,0.84,0.0,0.8443,0.0,EntityDataImputation
together/bloom,1,0.0564,0.0,0.7333,0.0,0.6769,0.0,EntityDataImputation
together/opt-175b,1,0.0854,0.0,0.8,0.0,0.7146,0.0,EntityDataImputation
together/redpajama-incite-base-3b-v1,1,0.0052,0.0,0.8,0.0,0.7948,0.0,EntityDataImputation
writer/palmyra-x,1,0.0012,0.0,0.8267,0.0,0.8255,0.0,EntityDataImputation
AlephAlpha/luminous-base,1,0.0678,0.0,0.32,0.0,0.2522,0.0,MMLU-Classic
ai21/j1-grande-v2-beta,1,0.023,0.0,0.4533,0.0,0.4303,0.0,MMLU-Classic
ai21/j1-jumbo,1,0.0013,0.0,0.28,0.0,0.2787,0.0,MMLU-Classic
ai21/j2-large,1,0.08,0.0,0.2533,0.0,0.3333,0.0,MMLU-Classic
anthropic/stanford-online-all-v4-s3,1,0.0148,0.0,0.4667,0.0,0.4815,0.0,MMLU-Classic
cohere/command-xlarge-beta,1,0.0301,0.0,0.4533,0.0,0.4233,0.0,MMLU-Classic
cohere/xlarge-20221108,1,0.0116,0.0,0.3467,0.0,0.3351,0.0,MMLU-Classic
lmsys/vicuna-7b-v1.3,1,0.0024,0.0,0.4133,0.0,0.4109,0.0,MMLU-Classic
microsoft/TNLGv2_530B,1,0.0542,0.0,0.4933,0.0,0.4392,0.0,MMLU-Classic
microsoft/TNLGv2_7B,1,0.0114,0.0,0.2267,0.0,0.2381,0.0,MMLU-Classic
mosaicml/mpt-30b,1,0.0301,0.0,0.4533,0.0,0.4233,0.0,MMLU-Classic
openai/text-babbage-001,1,0.009,0.0,0.24,0.0,0.231,0.0,MMLU-Classic
openai/text-davinci-003,1,0.0356,0.0,0.6,0.0,0.5644,0.0,MMLU-Classic
together/bloom,1,0.01,0.0,0.2933,0.0,0.3034,0.0,MMLU-Classic
together/opt-175b,1,0.0588,0.0,0.2533,0.0,0.3122,0.0,MMLU-Classic
together/redpajama-incite-base-3b-v1,1,0.0414,0.0,0.2267,0.0,0.2681,0.0,MMLU-Classic
