model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0438,0.0,0.54,0.0,0.5838,0.0
AlephAlpha/luminous-base,1,0.0833,0.0,0.48,0.0,0.3967,0.0
AlephAlpha/luminous-extended,1,0.0545,0.0,0.48,0.0,0.4255,0.0
ai21/j2-jumbo,1,0.069,0.0,0.56,0.0,0.491,0.0
amazon/nova-micro-v1:0,1,0.0077,0.0,0.62,0.0,0.6277,0.0
anthropic/claude-3-haiku-20240307,1,0.0683,0.0,0.38,0.0,0.3117,0.0
anthropic/claude-instant-1.2,1,0.0066,0.0,0.48,0.0,0.4734,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0521,0.0,0.54,0.0,0.5921,0.0
google/gemini-1.5-flash-002,1,0.1024,0.0,0.52,0.0,0.6224,0.0
google/gemma-2-27b-it,1,0.002,0.0,0.62,0.0,0.618,0.0
google/text-bison@001,1,0.0323,0.0,0.6,0.0,0.5677,0.0
meta/llama-3.1-70b-instruct-turbo,1,0.0372,0.0,0.62,0.0,0.5828,0.0
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0756,0.0,0.26,0.0,0.3356,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0235,0.0,0.6,0.0,0.5765,0.0
meta/llama-65b,1,0.0977,0.0,0.32,0.0,0.4177,0.0
microsoft/phi-3-small-8k-instruct,1,0.0675,0.0,0.6,0.0,0.5325,0.0
mistralai/mistral-7b-v0.1,1,0.0408,0.0,0.52,0.0,0.5608,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0629,0.0,0.56,0.0,0.6229,0.0
openai/gpt-3.5-turbo-0613,1,0.054,0.0,0.5,0.0,0.554,0.0
openai/gpt-4-0613,1,0.0181,0.0,0.68,0.0,0.6619,0.0
openai/gpt-4o-mini-2024-07-18,1,0.0465,0.0,0.62,0.0,0.5735,0.0
openai/text-davinci-003,1,0.0484,0.0,0.64,0.0,0.5916,0.0
qwen/qwen1.5-110b-chat,1,0.0305,0.0,0.5,0.0,0.5305,0.0
qwen/qwen1.5-7b,1,0.0216,0.0,0.6,0.0,0.5784,0.0
writer/palmyra-x-v2,1,0.016,0.0,0.56,0.0,0.576,0.0
