model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-6b,1,0.0203,0.0,0.5,0.0,0.5203,0.0,MMLU-Lite
ai21/jamba-1.5-large,1,0.0296,0.0,0.66,0.0,0.6896,0.0,MMLU-Lite
allenai/olmo-7b,1,0.0581,0.0,0.24,0.0,0.2981,0.0,MMLU-Lite
anthropic/claude-3-5-haiku-20241022,1,0.1467,0.0,0.52,0.0,0.6667,0.0,MMLU-Lite
anthropic/claude-3-5-sonnet-20240620,1,0.0242,0.0,0.78,0.0,0.8042,0.0,MMLU-Lite
anthropic/claude-3-5-sonnet-20241022,1,0.0513,0.0,0.76,0.0,0.8113,0.0,MMLU-Lite
cohere/command-r-plus,1,0.1232,0.0,0.48,0.0,0.6032,0.0,MMLU-Lite
google/gemini-1.5-flash-002,1,0.019,0.0,0.66,0.0,0.679,0.0,MMLU-Lite
google/gemini-1.5-pro-002,1,0.0954,0.0,0.7,0.0,0.7954,0.0,MMLU-Lite
google/text-bison@001,1,0.0249,0.0,0.58,0.0,0.6049,0.0,MMLU-Lite
meta/llama-65b,1,0.0185,0.0,0.56,0.0,0.5785,0.0,MMLU-Lite
mistralai/mistral-large-2407,1,0.0354,0.0,0.7,0.0,0.7354,0.0,MMLU-Lite
mistralai/mixtral-8x22b,1,0.1325,0.0,0.58,0.0,0.7125,0.0,MMLU-Lite
openai/gpt-4-0613,1,0.0372,0.0,0.7,0.0,0.7372,0.0,MMLU-Lite
openai/gpt-4o-mini-2024-07-18,1,0.0467,0.0,0.62,0.0,0.6667,0.0,MMLU-Lite
openai/text-davinci-002,1,0.1261,0.0,0.44,0.0,0.5661,0.0,MMLU-Lite
openai/text-davinci-003,1,0.132,0.0,0.42,0.0,0.552,0.0,MMLU-Lite
qwen/qwen1.5-110b-chat,1,0.0416,0.0,0.74,0.0,0.6984,0.0,MMLU-Lite
qwen/qwen1.5-72b,1,0.0673,0.0,0.58,0.0,0.6473,0.0,MMLU-Lite
qwen/qwen1.5-7b,1,0.0991,0.0,0.46,0.0,0.5591,0.0,MMLU-Lite
qwen/qwen2-72b-instruct,1,0.0743,0.0,0.7,0.0,0.7743,0.0,MMLU-Lite
writer/palmyra-x-v2,1,0.0643,0.0,0.56,0.0,0.6243,0.0,MMLU-Lite
01-ai/yi-6b,1,0.0362,0.0,0.0705,0.0,0.1067,0.0,WMT-14 Translation
ai21/jamba-1.5-large,1,0.0122,0.0,0.173,0.0,0.1853,0.0,WMT-14 Translation
