model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.0465,0.0,0.48,0.0,0.5265,0.0
open-llm-leaderboard/details_maywell__PiVoT-SUS-RP,1,0.0055,0.0,0.66,0.0,0.6655,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-2x34b,1,0.002,0.0,0.7,0.0,0.698,0.0
open-llm-leaderboard/details_Weyaxi__Helion-4x34B,1,0.0071,0.0,0.69,0.0,0.6971,0.0
open-llm-leaderboard/details_flemmingmiguel__NeuDist-Ro-7B,1,0.0425,0.0,0.67,0.0,0.7125,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0251,0.0,0.7,0.0,0.6749,0.0
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.0146,0.0,0.54,0.0,0.5546,0.0
open-llm-leaderboard/details_Delcos__Velara-11B-V2,1,0.0118,0.0,0.65,0.0,0.6382,0.0
open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,1,0.0333,0.0,0.39,0.0,0.3567,0.0
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0075,0.0,0.65,0.0,0.6425,0.0
open-llm-leaderboard/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.0059,0.0,0.64,0.0,0.6459,0.0
open-llm-leaderboard/details_notbdq__alooowso,1,0.0303,0.0,0.66,0.0,0.6297,0.0
open-llm-leaderboard/details_shadowml__Daredevil-7B,1,0.0137,0.0,0.68,0.0,0.6937,0.0
open-llm-leaderboard/details_KnutJaegersberg__Deacon-34b-Adapter,1,0.0024,0.0,0.65,0.0,0.6476,0.0
open-llm-leaderboard/details_ewqr2130__mistral-se-inst-ppo,1,0.0069,0.0,0.57,0.0,0.5631,0.0
open-llm-leaderboard/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,1,0.0183,0.0,0.7,0.0,0.6817,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-exp2-0.1,1,0.0203,0.0,0.65,0.0,0.6297,0.0
open-llm-leaderboard/details_TomGrc__FusionNet,1,0.0425,0.0,0.67,0.0,0.7125,0.0
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.0239,0.0,0.68,0.0,0.6561,0.0
open-llm-leaderboard/details_spmurrayzzz__Mistral-Syndicate-7B,1,0.0216,0.0,0.63,0.0,0.6084,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-gradient,1,0.0247,0.0,0.68,0.0,0.6553,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-Yi-34B,1,0.0111,0.0,0.68,0.0,0.6689,0.0
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Instruct-DPO,1,0.0416,0.0,0.67,0.0,0.7116,0.0
open-llm-leaderboard/details_Weyaxi__openchat-3.5-1210-Seraph-Slerp,1,0.0092,0.0,0.67,0.0,0.6792,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-uncensored,1,0.0375,0.0,0.68,0.0,0.6425,0.0
open-llm-leaderboard/details_SanjiWatsuki__neural-chat-7b-v3-3-wizardmath-dare-me,1,0.0036,0.0,0.6,0.0,0.5964,0.0
open-llm-leaderboard/details_openthaigpt__openthaigpt-1.0.0-beta-13b-chat-hf,1,0.0058,0.0,0.53,0.0,0.5358,0.0
open-llm-leaderboard/details_zyh3826__GML-Mistral-merged-v1,1,0.0025,0.0,0.71,0.0,0.7125,0.0
open-llm-leaderboard/details_brucethemoose__Yi-34B-200K-DARE-merge-v5,1,0.0047,0.0,0.66,0.0,0.6647,0.0
open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-Mixtral-8x7B-Instruct,1,0.0052,0.0,0.71,0.0,0.7048,0.0
open-llm-leaderboard/details_luffycodes__vicuna-class-shishya-ac-hal-13b-ep3,1,0.0146,0.0,0.47,0.0,0.4846,0.0
open-llm-leaderboard/details_fblgit__UNA-SOLAR-10.7B-Instruct-v1.0,1,0.0373,0.0,0.67,0.0,0.7073,0.0
open-llm-leaderboard/details_xDAN-AI__xDAN-L1Mix-DeepThinking-v2,1,0.0037,0.0,0.62,0.0,0.6237,0.0
open-llm-leaderboard/details_cookinai__BruinHermes,1,0.0214,0.0,0.68,0.0,0.7014,0.0
open-llm-leaderboard/details_martyn__mistral-megamerge-dare-7b,1,0.0171,0.0,0.57,0.0,0.5529,0.0
open-llm-leaderboard/details_perlthoughts__Chupacabra-8x7B-MoE,1,0.0077,0.0,0.68,0.0,0.6877,0.0
open-llm-leaderboard/details_one-man-army__una-neural-chat-v3-3-P2-OMA,1,0.0132,0.0,0.66,0.0,0.6732,0.0
open-llm-leaderboard/details_martyn__llama-megamerge-dare-13b,1,0.0158,0.0,0.59,0.0,0.6058,0.0
open-llm-leaderboard/details_rwitz2__pee,1,0.0088,0.0,0.69,0.0,0.6988,0.0
open-llm-leaderboard/details_cyberagent__calm2-7b-chat,1,0.0373,0.0,0.44,0.0,0.4027,0.0
open-llm-leaderboard/details_wang7776__Llama-2-7b-chat-hf-10-sparsity,1,0.0016,0.0,0.53,0.0,0.5316,0.0
open-llm-leaderboard/details_ehartford__dolphin-2.2-yi-34b-200k,1,0.0285,0.0,0.45,0.0,0.4215,0.0
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-200k-Q-FastChat,1,0.0193,0.0,0.63,0.0,0.6493,0.0
open-llm-leaderboard/details_perlthoughts__Falkor-7b,1,0.0126,0.0,0.67,0.0,0.6826,0.0
open-llm-leaderboard/details_Locutusque__Orca-2-13B-no_robots,1,0.0313,0.0,0.56,0.0,0.5913,0.0
open-llm-leaderboard/details_hfl__chinese-alpaca-2-13b-16k,1,0.0097,0.0,0.56,0.0,0.5503,0.0
open-llm-leaderboard/details_webbigdata__ALMA-7B-Ja-V2,1,0.0239,0.0,0.5,0.0,0.5239,0.0
open-llm-leaderboard/details_uukuguy__speechless-code-mistral-7b-v2.0,1,0.057,0.0,0.58,0.0,0.523,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.2,1,0.0249,0.0,0.67,0.0,0.6451,0.0
open-llm-leaderboard/details_adamo1139__Yi-34B-AEZAKMI-v1,1,0.0133,0.0,0.63,0.0,0.6433,0.0
open-llm-leaderboard/details_Weyaxi__Platypus-Nebula-v2-7B,1,0.0438,0.0,0.51,0.0,0.5538,0.0
open-llm-leaderboard/details_WebraftAI__synapsellm-7b-mistral-v0.3-preview,1,0.0016,0.0,0.54,0.0,0.5384,0.0
open-llm-leaderboard/details_xxyyy123__Mistral7B_adaptor_v1,1,0.0097,0.0,0.62,0.0,0.6297,0.0
open-llm-leaderboard/details_argilla__notus-7b-v1,1,0.0059,0.0,0.64,0.0,0.6459,0.0
open-llm-leaderboard/details_bofenghuang__vigostral-7b-chat,1,0.0363,0.0,0.59,0.0,0.6263,0.0
open-llm-leaderboard/details_Expert68__llama2_13b_instructed_version2,1,0.0007,0.0,0.6,0.0,0.6007,0.0
open-llm-leaderboard/details_Sao10K__Euryale-L2-70B,1,0.0106,0.0,0.7,0.0,0.6894,0.0
open-llm-leaderboard/details_chargoddard__storytime-13b,1,0.0703,0.0,0.55,0.0,0.6203,0.0
open-llm-leaderboard/details_DopeorNope__LaOT,1,0.0263,0.0,0.53,0.0,0.5563,0.0
open-llm-leaderboard/details_Charlie911__vicuna-7b-v1.5-lora-timedial,1,0.019,0.0,0.51,0.0,0.529,0.0
open-llm-leaderboard/details_lu-vae__llama2-13B-sharegpt4-orca-openplatypus-8w,1,0.018,0.0,0.61,0.0,0.628,0.0
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE1_17w-r4,1,0.0574,0.0,0.51,0.0,0.5674,0.0
open-llm-leaderboard/details_totally-not-an-llm__EverythingLM-13b-V3-peft,1,0.0236,0.0,0.56,0.0,0.5836,0.0
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,1,0.0297,0.0,0.53,0.0,0.5597,0.0
open-llm-leaderboard/details_maximuslee07__llama-2-7b-rockwell-final,1,0.0173,0.0,0.51,0.0,0.5273,0.0
open-llm-leaderboard/details_Undi95__ReMM-v2.2-L2-13B,1,0.0326,0.0,0.58,0.0,0.6126,0.0
open-llm-leaderboard/details_hyunseoki__ko-ref-llama2-13b,1,0.0038,0.0,0.48,0.0,0.4838,0.0
open-llm-leaderboard/details_Undi95__MLewd-ReMM-L2-Chat-20B,1,0.0346,0.0,0.59,0.0,0.6246,0.0
open-llm-leaderboard/details_TheBloke__koala-13B-HF,1,0.0599,0.0,0.47,0.0,0.5299,0.0
open-llm-leaderboard/details_jondurbin__airoboros-13b,1,0.0128,0.0,0.57,0.0,0.5828,0.0
open-llm-leaderboard/details_ehartford__Samantha-1.11-CodeLlama-34b,1,0.0343,0.0,0.6,0.0,0.5657,0.0
open-llm-leaderboard/details_heegyu__LIMA-13b-hf,1,0.0542,0.0,0.52,0.0,0.5742,0.0
open-llm-leaderboard/details_TFLai__Luban-Platypus2-13B-QLora-0.80-epoch,1,0.0824,0.0,0.52,0.0,0.6024,0.0
open-llm-leaderboard/details_digitous__13B-Chimera,1,0.0659,0.0,0.51,0.0,0.5759,0.0
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj,1,0.0373,0.0,0.56,0.0,0.5973,0.0
