model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0232,0.0,0.5605,0.0,0.5837,0.0,NarrativeQA-Classic
ai21/j1-grande-v2-beta,1,0.011,0.0,0.71,0.0,0.721,0.0,NarrativeQA-Classic
ai21/j1-jumbo,1,0.0638,0.0,0.6299,0.0,0.6938,0.0,NarrativeQA-Classic
anthropic/stanford-online-all-v4-s3,1,0.0025,0.0,0.7499,0.0,0.7524,0.0,NarrativeQA-Classic
cohere/command-xlarge-beta,1,0.0245,0.0,0.772,0.0,0.7475,0.0,NarrativeQA-Classic
cohere/xlarge-20221108,1,0.0188,0.0,0.635,0.0,0.6162,0.0,NarrativeQA-Classic
lmsys/vicuna-13b-v1.3,1,0.033,0.0,0.735,0.0,0.702,0.0,NarrativeQA-Classic
meta/llama-7b,1,0.0449,0.0,0.6394,0.0,0.6843,0.0,NarrativeQA-Classic
microsoft/TNLGv2_530B,1,0.0318,0.0,0.6603,0.0,0.6921,0.0,NarrativeQA-Classic
mistralai/mistral-7b-v0.1,1,0.0131,0.0,0.7187,0.0,0.7318,0.0,NarrativeQA-Classic
openai/text-babbage-001,1,0.0324,0.0,0.4462,0.0,0.4138,0.0,NarrativeQA-Classic
stanford/alpaca-7b,1,0.0082,0.0,0.4124,0.0,0.4042,0.0,NarrativeQA-Classic
together/bloom,1,0.0056,0.0,0.652,0.0,0.6463,0.0,NarrativeQA-Classic
together/opt-175b,1,0.0191,0.0,0.6415,0.0,0.6606,0.0,NarrativeQA-Classic
together/redpajama-incite-instruct-3b-v1,1,0.0441,0.0,0.6064,0.0,0.6505,0.0,NarrativeQA-Classic
together/yalm,1,0.0019,0.0,0.2232,0.0,0.2213,0.0,NarrativeQA-Classic
AlephAlpha/luminous-base,1,0.0009,0.0,0.7067,0.0,0.7075,0.0,EntityDataImputation
ai21/j1-grande-v2-beta,1,0.0445,0.0,0.8133,0.0,0.7689,0.0,EntityDataImputation
ai21/j1-jumbo,1,0.0056,0.0,0.7067,0.0,0.7123,0.0,EntityDataImputation
ai21/j2-large,1,0.003,0.0,0.72,0.0,0.717,0.0,EntityDataImputation
anthropic/stanford-online-all-v4-s3,1,0.0041,0.0,0.72,0.0,0.7241,0.0,EntityDataImputation
cohere/command-xlarge-beta,1,0.0085,0.0,0.7467,0.0,0.7382,0.0,EntityDataImputation
cohere/xlarge-20221108,1,0.0026,0.0,0.7733,0.0,0.7759,0.0,EntityDataImputation
lmsys/vicuna-13b-v1.3,1,0.008,0.0,0.7067,0.0,0.7146,0.0,EntityDataImputation
meta/llama-7b,1,0.0098,0.0,0.84,0.0,0.8302,0.0,EntityDataImputation
microsoft/TNLGv2_530B,1,0.0475,0.0,0.84,0.0,0.7925,0.0,EntityDataImputation
mistralai/mistral-7b-v0.1,1,0.0005,0.0,0.8,0.0,0.7995,0.0,EntityDataImputation
openai/text-babbage-001,1,0.0094,0.0,0.6933,0.0,0.684,0.0,EntityDataImputation
stanford/alpaca-7b,1,0.0378,0.0,0.6933,0.0,0.7311,0.0,EntityDataImputation
together/bloom,1,0.0298,0.0,0.7067,0.0,0.6769,0.0,EntityDataImputation
together/opt-175b,1,0.008,0.0,0.7067,0.0,0.7146,0.0,EntityDataImputation
together/redpajama-incite-instruct-3b-v1,1,0.0315,0.0,0.7067,0.0,0.7382,0.0,EntityDataImputation
together/yalm,1,0.0226,0.0,0.4,0.0,0.3774,0.0,EntityDataImputation
AlephAlpha/luminous-base,1,0.0083,0.0,0.1848,0.0,0.1766,0.0,NaturalQA-Classic
ai21/j1-grande-v2-beta,1,0.0137,0.0,0.2885,0.0,0.2748,0.0,NaturalQA-Classic
ai21/j1-jumbo,1,0.0097,0.0,0.2374,0.0,0.2471,0.0,NaturalQA-Classic
ai21/j2-large,1,0.0016,0.0,0.2308,0.0,0.2324,0.0,NaturalQA-Classic
anthropic/stanford-online-all-v4-s3,1,0.0452,0.0,0.2864,0.0,0.2411,0.0,NaturalQA-Classic
cohere/command-xlarge-beta,1,0.0227,0.0,0.3418,0.0,0.3191,0.0,NaturalQA-Classic
cohere/xlarge-20221108,1,0.0044,0.0,0.3281,0.0,0.3237,0.0,NaturalQA-Classic
lmsys/vicuna-13b-v1.3,1,0.0468,0.0,0.3282,0.0,0.2814,0.0,NaturalQA-Classic
meta/llama-7b,1,0.0234,0.0,0.2771,0.0,0.2537,0.0,NaturalQA-Classic
microsoft/TNLGv2_530B,1,0.0098,0.0,0.326,0.0,0.3162,0.0,NaturalQA-Classic
mistralai/mistral-7b-v0.1,1,0.0011,0.0,0.3158,0.0,0.3169,0.0,NaturalQA-Classic
openai/text-babbage-001,1,0.0228,0.0,0.0396,0.0,0.0624,0.0,NaturalQA-Classic
stanford/alpaca-7b,1,0.037,0.0,0.27,0.0,0.2329,0.0,NaturalQA-Classic
together/bloom,1,0.022,0.0,0.1841,0.0,0.206,0.0,NaturalQA-Classic
together/opt-175b,1,0.0043,0.0,0.245,0.0,0.2493,0.0,NaturalQA-Classic
together/redpajama-incite-instruct-3b-v1,1,0.0648,0.0,0.2337,0.0,0.1689,0.0,NaturalQA-Classic
together/yalm,1,0.0003,0.0,0.0595,0.0,0.0598,0.0,NaturalQA-Classic
AlephAlpha/luminous-base,1,0.0535,0.0,0.1867,0.0,0.2402,0.0,WikiFact
ai21/j1-grande-v2-beta,1,0.045,0.0,0.24,0.0,0.285,0.0,WikiFact
ai21/j1-jumbo,1,0.0692,0.0,0.1867,0.0,0.2558,0.0,WikiFact
ai21/j2-large,1,0.0387,0.0,0.1493,0.0,0.188,0.0,WikiFact
anthropic/stanford-online-all-v4-s3,1,0.0783,0.0,0.3733,0.0,0.2951,0.0,WikiFact
cohere/command-xlarge-beta,1,0.0069,0.0,0.3333,0.0,0.3265,0.0,WikiFact
cohere/xlarge-20221108,1,0.0106,0.0,0.2933,0.0,0.3039,0.0,WikiFact
lmsys/vicuna-13b-v1.3,1,0.0076,0.0,0.24,0.0,0.2476,0.0,WikiFact
meta/llama-7b,1,0.0191,0.0,0.1467,0.0,0.1658,0.0,WikiFact
microsoft/TNLGv2_530B,1,0.0365,0.0,0.2667,0.0,0.3031,0.0,WikiFact
mistralai/mistral-7b-v0.1,1,0.0292,0.0,0.2933,0.0,0.3226,0.0,WikiFact
openai/text-babbage-001,1,0.0215,0.0,0.0933,0.0,0.1148,0.0,WikiFact
stanford/alpaca-7b,1,0.0413,0.0,0.16,0.0,0.2013,0.0,WikiFact
together/bloom,1,0.0121,0.0,0.1733,0.0,0.1854,0.0,WikiFact
together/opt-175b,1,0.0263,0.0,0.16,0.0,0.1863,0.0,WikiFact
together/redpajama-incite-instruct-3b-v1,1,0.0747,0.0,0.08,0.0,0.1547,0.0,WikiFact
together/yalm,1,0.0001,0.0,0.04,0.0,0.0399,0.0,WikiFact
AlephAlpha/luminous-base,1,0.0693,0.0,0.4133,0.0,0.4827,0.0,CivilComments
ai21/j1-grande-v2-beta,1,0.0881,0.0,0.6533,0.0,0.7414,0.0,CivilComments
ai21/j1-jumbo,1,0.0512,0.0,0.3333,0.0,0.3846,0.0,CivilComments
ai21/j2-large,1,0.04,0.0,0.6,0.0,0.64,0.0,CivilComments
anthropic/stanford-online-all-v4-s3,1,0.1282,0.0,0.6267,0.0,0.4985,0.0,CivilComments
cohere/command-xlarge-beta,1,0.005,0.0,0.5867,0.0,0.5916,0.0,CivilComments
cohere/xlarge-20221108,1,0.0048,0.0,0.6667,0.0,0.6619,0.0,CivilComments
lmsys/vicuna-13b-v1.3,1,0.0213,0.0,0.52,0.0,0.4987,0.0,CivilComments
meta/llama-7b,1,0.03,0.0,0.3333,0.0,0.3633,0.0,CivilComments
microsoft/TNLGv2_530B,1,0.0942,0.0,0.52,0.0,0.4258,0.0,CivilComments
mistralai/mistral-7b-v0.1,1,0.0768,0.0,0.6267,0.0,0.5499,0.0,CivilComments
openai/text-babbage-001,1,0.0235,0.0,0.7867,0.0,0.8101,0.0,CivilComments
stanford/alpaca-7b,1,0.0519,0.0,0.5467,0.0,0.4948,0.0,CivilComments
together/bloom,1,0.0396,0.0,0.5733,0.0,0.613,0.0,CivilComments
together/opt-175b,1,0.0299,0.0,0.24,0.0,0.2101,0.0,CivilComments
together/redpajama-incite-instruct-3b-v1,1,0.0446,0.0,0.7733,0.0,0.8179,0.0,CivilComments
together/yalm,1,0.03,0.0,0.72,0.0,0.75,0.0,CivilComments
AlephAlpha/luminous-base,1,0.0355,0.0,0.36,0.0,0.3245,0.0,BabiQA
ai21/j1-grande-v2-beta,1,0.0463,0.0,0.5733,0.0,0.527,0.0,BabiQA
ai21/j1-jumbo,1,0.0016,0.0,0.4933,0.0,0.4949,0.0,BabiQA
ai21/j2-large,1,0.0281,0.0,0.4133,0.0,0.3852,0.0,BabiQA
anthropic/stanford-online-all-v4-s3,1,0.0315,0.0,0.4267,0.0,0.4582,0.0,BabiQA
cohere/command-xlarge-beta,1,0.0434,0.0,0.3867,0.0,0.4301,0.0,BabiQA
cohere/xlarge-20221108,1,0.0616,0.0,0.32,0.0,0.3816,0.0,BabiQA
lmsys/vicuna-13b-v1.3,1,0.0123,0.0,0.52,0.0,0.5077,0.0,BabiQA
meta/llama-7b,1,0.0294,0.0,0.4667,0.0,0.4372,0.0,BabiQA
microsoft/TNLGv2_530B,1,0.0307,0.0,0.3733,0.0,0.4041,0.0,BabiQA
mistralai/mistral-7b-v0.1,1,0.045,0.0,0.48,0.0,0.525,0.0,BabiQA
openai/text-babbage-001,1,0.0391,0.0,0.24,0.0,0.2791,0.0,BabiQA
stanford/alpaca-7b,1,0.0445,0.0,0.4267,0.0,0.3821,0.0,BabiQA
together/bloom,1,0.072,0.0,0.2933,0.0,0.3653,0.0,BabiQA
together/opt-175b,1,0.0075,0.0,0.3333,0.0,0.3408,0.0,BabiQA
together/redpajama-incite-instruct-3b-v1,1,0.034,0.0,0.3333,0.0,0.3673,0.0,BabiQA
together/yalm,1,0.0309,0.0,0.2533,0.0,0.2842,0.0,BabiQA
AlephAlpha/luminous-base,1,0.0,0.0,0.0,0.0,0.0,0.0,Disinformation
ai21/j1-grande-v2-beta,1,0.0,0.0,0.0125,0.0,0.0125,0.0,Disinformation
ai21/j1-jumbo,1,0.0,0.0,0.0042,0.0,0.0042,0.0,Disinformation
ai21/j2-large,1,0.0,0.0,0.0042,0.0,0.0042,0.0,Disinformation
anthropic/stanford-online-all-v4-s3,1,0.0,0.0,0.0042,0.0,0.0042,0.0,Disinformation
cohere/command-xlarge-beta,1,0.0,0.0,0.0,0.0,0.0,0.0,Disinformation
cohere/xlarge-20221108,1,0.0,0.0,0.0,0.0,0.0,0.0,Disinformation
microsoft/TNLGv2_530B,1,0.0,0.0,0.0083,0.0,0.0083,0.0,Disinformation
openai/text-babbage-001,1,0.0,0.0,0.0083,0.0,0.0083,0.0,Disinformation
together/bloom,1,0.0,0.0,0.0083,0.0,0.0083,0.0,Disinformation
together/opt-175b,1,0.0,0.0,0.0125,0.0,0.0125,0.0,Disinformation
together/yalm,1,0.0,0.0,0.0167,0.0,0.0167,0.0,Disinformation
AlephAlpha/luminous-base,1,0.0101,0.0,0.5733,0.0,0.5834,0.0,EntityMatching
ai21/j1-grande-v2-beta,1,0.0482,0.0,0.9067,0.0,0.8585,0.0,EntityMatching
ai21/j1-jumbo,1,0.0914,0.0,0.96,0.0,0.8686,0.0,EntityMatching
ai21/j2-large,1,0.0482,0.0,0.9067,0.0,0.8585,0.0,EntityMatching
anthropic/stanford-online-all-v4-s3,1,0.0096,0.0,0.6667,0.0,0.657,0.0,EntityMatching
cohere/command-xlarge-beta,1,0.0323,0.0,0.4933,0.0,0.5256,0.0,EntityMatching
cohere/xlarge-20221108,1,0.0104,0.0,0.8133,0.0,0.8029,0.0,EntityMatching
lmsys/vicuna-13b-v1.3,1,0.0856,0.0,0.9867,0.0,0.9011,0.0,EntityMatching
meta/llama-7b,1,0.0482,0.0,0.9067,0.0,0.8585,0.0,EntityMatching
microsoft/TNLGv2_530B,1,0.042,0.0,0.92,0.0,0.878,0.0,EntityMatching
mistralai/mistral-7b-v0.1,1,0.0221,0.0,0.96,0.0,0.9379,0.0,EntityMatching
openai/text-babbage-001,1,0.031,0.0,0.8267,0.0,0.7957,0.0,EntityMatching
stanford/alpaca-7b,1,0.0204,0.0,0.8933,0.0,0.8729,0.0,EntityMatching
together/bloom,1,0.0384,0.0,0.92,0.0,0.8816,0.0,EntityMatching
together/opt-175b,1,0.0633,0.0,0.0933,0.0,0.1567,0.0,EntityMatching
together/redpajama-incite-instruct-3b-v1,1,0.0554,0.0,0.9067,0.0,0.8513,0.0,EntityMatching
together/yalm,1,0.0561,0.0,0.0933,0.0,0.1495,0.0,EntityMatching
AlephAlpha/luminous-base,1,0.0083,0.0,0.4667,0.0,0.475,0.0,RAFT
