model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_rombodawg__Leaderboard-killer-MoE_4x7b,1,0.0183,0.0,0.772,0.0,0.7537,0.0
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.0111,0.0,0.798,0.0,0.7869,0.0
open-llm-leaderboard/details_Swisslex__Mixtral-Orca-v0.1,1,0.0034,0.0,0.808,0.0,0.8114,0.0
open-llm-leaderboard/details_CallComply__SOLAR-10.7B-Instruct-v1.0-128k,1,0.0071,0.0,0.798,0.0,0.8051,0.0
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0114,0.0,0.736,0.0,0.7474,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.0016,0.0,0.824,0.0,0.8256,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-34B-Slerp,1,0.0043,0.0,0.848,0.0,0.8437,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.0018,0.0,0.774,0.0,0.7758,0.0
open-llm-leaderboard/details_cloudyu__Yi-34Bx3-MoE-90B,1,0.0131,0.0,0.856,0.0,0.8429,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0027,0.0,0.788,0.0,0.7853,0.0
open-llm-leaderboard/details_chanwit__flux-7b-v0.1,1,0.0019,0.0,0.792,0.0,0.7901,0.0
open-llm-leaderboard/details_AA051611__A0110,1,0.0148,0.0,0.838,0.0,0.8232,0.0
open-llm-leaderboard/details_umd-zhou-lab__claude2-alpaca-13B,1,0.012,0.0,0.78,0.0,0.768,0.0
open-llm-leaderboard/details_hywu__Camelidae-8x13B,1,0.0025,0.0,0.776,0.0,0.7735,0.0
open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,1,0.0054,0.0,0.626,0.0,0.6314,0.0
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0102,0.0,0.79,0.0,0.7798,0.0
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.0078,0.0,0.82,0.0,0.8122,0.0
open-llm-leaderboard/details_jilp00__Hermes-2-SOLAR-10.7B-Symbolic,1,0.0054,0.0,0.802,0.0,0.8074,0.0
open-llm-leaderboard/details_rombodawg__Open_Gpt4_8x7B,1,0.0137,0.0,0.804,0.0,0.8177,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough,1,0.0069,0.0,0.806,0.0,0.8129,0.0
open-llm-leaderboard/details_qblocks__codellama_7b_DolphinCoder,1,0.0079,0.0,0.644,0.0,0.6361,0.0
open-llm-leaderboard/details_jae24__openhermes_dpo_norobot_0201,1,0.0022,0.0,0.78,0.0,0.7822,0.0
open-llm-leaderboard/details_shadowml__Marcoro14-7B-ties,1,0.0039,0.0,0.82,0.0,0.8161,0.0
open-llm-leaderboard/details_kekmodel__StopCarbon-10.7B-v6,1,0.0103,0.0,0.824,0.0,0.8343,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-1_8B-Llamafied,1,0.0048,0.0,0.622,0.0,0.6172,0.0
open-llm-leaderboard/details_decapoda-research__Antares-11b-v1,1,0.0095,0.0,0.82,0.0,0.8295,0.0
open-llm-leaderboard/details_sr5434__CodegebraGPT-10b,1,0.0038,0.0,0.806,0.0,0.8098,0.0
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.0154,0.0,0.792,0.0,0.7766,0.0
open-llm-leaderboard/details_beberik__rawr,1,0.0024,0.0,0.798,0.0,0.7956,0.0
open-llm-leaderboard/details_Undi95__Mistral-11B-v0.1,1,0.0036,0.0,0.77,0.0,0.7664,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-gradient,1,0.0083,0.0,0.792,0.0,0.8003,0.0
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Instruct-DPO,1,0.0155,0.0,0.814,0.0,0.8295,0.0
open-llm-leaderboard/details_Weyaxi__openchat-3.5-1210-Seraph-Slerp,1,0.0078,0.0,0.816,0.0,0.8082,0.0
open-llm-leaderboard/details_SuperAGI__SAM,1,0.0,0.0,0.764,0.0,0.764,0.0
open-llm-leaderboard/details_liuda1__dm7b_sft_gpt88w_merge,1,0.0018,0.0,0.774,0.0,0.7758,0.0
open-llm-leaderboard/details_SanjiWatsuki__Loyal-Macaroni-Maid-7B,1,0.0053,0.0,0.804,0.0,0.7987,0.0
open-llm-leaderboard/details_SanjiWatsuki__neural-chat-7b-v3-3-wizardmath-dare-me,1,0.0013,0.0,0.718,0.0,0.7167,0.0
open-llm-leaderboard/details_xDAN-AI__xDAN-L1Mix-DeepThinking-v2,1,0.0,0.0,0.764,0.0,0.764,0.0
open-llm-leaderboard/details_Mihaiii__Metis-0.3,1,0.0127,0.0,0.76,0.0,0.7727,0.0
open-llm-leaderboard/details_one-man-army__una-neural-chat-v3-3-P2-OMA,1,0.0019,0.0,0.796,0.0,0.7979,0.0
open-llm-leaderboard/details_jondurbin__bagel-7b-v0.1,1,0.0118,0.0,0.794,0.0,0.8058,0.0
open-llm-leaderboard/details_martyn__llama-megamerge-dare-13b,1,0.0004,0.0,0.762,0.0,0.7616,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-deepseek-67b-v15-base,1,0.0102,0.0,0.846,0.0,0.8358,0.0
open-llm-leaderboard/details_chargoddard__servile-harpsichord-cdpo,1,0.0044,0.0,0.796,0.0,0.7916,0.0
open-llm-leaderboard/details_ehartford__dolphin-2.2-yi-34b-200k,1,0.0164,0.0,0.662,0.0,0.6456,0.0
open-llm-leaderboard/details_PulsarAI__OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.0036,0.0,0.788,0.0,0.7916,0.0
open-llm-leaderboard/details_Intel__neural-chat-7b-v3-3-Slerp,1,0.0008,0.0,0.798,0.0,0.7972,0.0
open-llm-leaderboard/details_jondurbin__spicyboros-70b-2.2,1,0.0002,0.0,0.838,0.0,0.8382,0.0
open-llm-leaderboard/details_bongchoi__MoMo-70B-LoRA-V1.1,1,0.0025,0.0,0.836,0.0,0.8335,0.0
open-llm-leaderboard/details_Locutusque__Orca-2-13B-no_robots,1,0.0115,0.0,0.792,0.0,0.8035,0.0
open-llm-leaderboard/details_WebraftAI__synapsellm-7b-mistral-v0.4-preview3,1,0.0208,0.0,0.714,0.0,0.7348,0.0
open-llm-leaderboard/details_uukuguy__speechless-code-mistral-7b-v2.0,1,0.0155,0.0,0.698,0.0,0.7135,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.2,1,0.0017,0.0,0.812,0.0,0.8137,0.0
open-llm-leaderboard/details_adamo1139__Yi-34B-AEZAKMI-v1,1,0.0158,0.0,0.824,0.0,0.8082,0.0
open-llm-leaderboard/details_maywell__Synatra-7B-v0.3-RP,1,0.0068,0.0,0.758,0.0,0.7648,0.0
open-llm-leaderboard/details_Expert68__llama2_13b_instructed_version2,1,0.0039,0.0,0.76,0.0,0.7561,0.0
open-llm-leaderboard/details_luffycodes__llama-shishya-7b-ep3-v1,1,0.0006,0.0,0.694,0.0,0.6946,0.0
open-llm-leaderboard/details_PeanutJar__Mistral-v0.1-PeanutButter-v0.0.2-7B,1,0.0003,0.0,0.784,0.0,0.7837,0.0
open-llm-leaderboard/details_Sao10K__Euryale-L2-70B,1,0.0108,0.0,0.81,0.0,0.8208,0.0
open-llm-leaderboard/details_chargoddard__storytime-13b,1,0.0047,0.0,0.76,0.0,0.7553,0.0
open-llm-leaderboard/details_Sao10K__Stheno-1.8-L2-13B,1,0.006,0.0,0.77,0.0,0.764,0.0
open-llm-leaderboard/details_LTC-AI-Labs__L2-7b-Beluga-WVG-Test,1,0.019,0.0,0.73,0.0,0.749,0.0
open-llm-leaderboard/details_Undi95__ReMM-v2.1-L2-13B,1,0.0147,0.0,0.774,0.0,0.7593,0.0
open-llm-leaderboard/details_YeungNLP__firefly-llama2-13b-pretrain,1,0.0007,0.0,0.756,0.0,0.7553,0.0
open-llm-leaderboard/details_AlekseyKorshuk__vic15-exp-syn-fight-cp3838,1,0.0018,0.0,0.72,0.0,0.7182,0.0
open-llm-leaderboard/details_JosephusCheung__Pwen-14B-Chat-20_30,1,0.0188,0.0,0.746,0.0,0.7648,0.0
open-llm-leaderboard/details_llm-agents__tora-7b-v1.0,1,0.0056,0.0,0.73,0.0,0.7356,0.0
open-llm-leaderboard/details_DevaMalla__llama_7b_lora,1,0.0157,0.0,0.712,0.0,0.7277,0.0
open-llm-leaderboard/details_jphme__em_german_leo_mistral,1,0.0088,0.0,0.726,0.0,0.7348,0.0
open-llm-leaderboard/details_Brouz__Slerpeno,1,0.008,0.0,0.772,0.0,0.764,0.0
open-llm-leaderboard/details_beaugogh__Llama2-7b-openorca-mc-v2-dpo,1,0.0185,0.0,0.71,0.0,0.7285,0.0
open-llm-leaderboard/details_YeungNLP__firefly-llama2-7b-pretrain,1,0.0124,0.0,0.69,0.0,0.7024,0.0
open-llm-leaderboard/details_NewstaR__Koss-7B-chat,1,0.0234,0.0,0.694,0.0,0.7174,0.0
open-llm-leaderboard/details_TigerResearch__tigerbot-13b-base,1,0.0062,0.0,0.756,0.0,0.7498,0.0
open-llm-leaderboard/details_maximuslee07__llama-2-7b-rockwell-final,1,0.0017,0.0,0.686,0.0,0.6843,0.0
open-llm-leaderboard/details_jondurbin__airoboros-7b,1,0.0116,0.0,0.698,0.0,0.7096,0.0
