model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.044,0.0,0.48,0.0,0.524,0.0
ai21/j1-grande-v2-beta,1,0.036,0.0,0.68,0.0,0.644,0.0
ai21/j1-jumbo,1,0.148,0.0,0.32,0.0,0.468,0.0
ai21/j2-large,1,0.014,0.0,0.56,0.0,0.574,0.0
anthropic/stanford-online-all-v4-s3,1,0.11,0.0,0.96,0.0,0.85,0.0
cohere/command-xlarge-beta,1,0.054,0.0,0.4,0.0,0.454,0.0
cohere/xlarge-20221108,1,0.162,0.0,0.76,0.0,0.598,0.0
lmsys/vicuna-13b-v1.3,1,0.034,0.0,0.72,0.0,0.686,0.0
meta/llama-7b,1,0.0,0.0,0.56,0.0,0.56,0.0
microsoft/TNLGv2_530B,1,0.062,0.0,0.84,0.0,0.778,0.0
mistralai/mistral-7b-v0.1,1,0.024,0.0,0.72,0.0,0.696,0.0
openai/text-babbage-001,1,0.032,0.0,0.24,0.0,0.208,0.0
stanford/alpaca-7b,1,0.124,0.0,0.4,0.0,0.524,0.0
together/bloom,1,0.032,0.0,0.56,0.0,0.528,0.0
together/opt-175b,1,0.004,0.0,0.52,0.0,0.516,0.0
together/redpajama-incite-instruct-3b-v1,1,0.052,0.0,0.76,0.0,0.708,0.0
together/yalm,1,0.028,0.0,0.6,0.0,0.628,0.0
