model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0445,0.0,0.28,0.0,0.3245,0.0
ai21/j1-grande-v2-beta,1,0.033,0.0,0.56,0.0,0.527,0.0
ai21/j1-jumbo,1,0.0149,0.0,0.48,0.0,0.4949,0.0
ai21/j2-large,1,0.0548,0.0,0.44,0.0,0.3852,0.0
anthropic/stanford-online-all-v4-s3,1,0.0382,0.0,0.42,0.0,0.4582,0.0
cohere/command-xlarge-beta,1,0.0299,0.0,0.46,0.0,0.4301,0.0
cohere/xlarge-20221108,1,0.0216,0.0,0.36,0.0,0.3816,0.0
lmsys/vicuna-7b-v1.3,1,0.0387,0.0,0.48,0.0,0.4413,0.0
microsoft/TNLGv2_530B,1,0.1159,0.0,0.52,0.0,0.4041,0.0
microsoft/TNLGv2_7B,1,0.0439,0.0,0.4,0.0,0.3561,0.0
mosaicml/mpt-30b,1,0.0129,0.0,0.52,0.0,0.5071,0.0
openai/text-babbage-001,1,0.0591,0.0,0.22,0.0,0.2791,0.0
openai/text-davinci-003,1,0.0493,0.0,0.54,0.0,0.5893,0.0
together/bloom,1,0.1053,0.0,0.26,0.0,0.3653,0.0
together/opt-175b,1,0.0392,0.0,0.38,0.0,0.3408,0.0
together/redpajama-incite-base-3b-v1,1,0.0499,0.0,0.38,0.0,0.3301,0.0
writer/palmyra-x,1,0.0255,0.0,0.7,0.0,0.7255,0.0
