model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.1065,0.0,0.04,0.0,0.1465,0.0
AlephAlpha/luminous-extended,1,0.0188,0.0,0.06,0.0,0.0412,0.0
ai21/jamba-instruct,1,0.0144,0.0,0.44,0.0,0.4256,0.0
anthropic/claude-instant-1.2,1,0.0292,0.0,0.52,0.0,0.5492,0.0
cohere/command-light,1,0.0207,0.0,0.08,0.0,0.1007,0.0
cohere/command-r-plus,1,0.0023,0.0,0.46,0.0,0.4577,0.0
cohere/command,1,0.0854,0.0,0.18,0.0,0.2654,0.0
google/gemini-1.0-pro-002,1,0.0962,0.0,0.62,0.0,0.7162,0.0
google/gemini-1.5-pro-002,1,0.0336,0.0,0.9,0.0,0.9336,0.0
google/gemini-2.0-flash-exp,1,0.0332,0.0,0.96,0.0,0.9268,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0602,0.0,0.9,0.0,0.8398,0.0
microsoft/phi-2,1,0.1335,0.0,0.18,0.0,0.3135,0.0
mistralai/mistral-large-2407,1,0.0408,0.0,0.68,0.0,0.7208,0.0
mistralai/mixtral-8x22b,1,0.0025,0.0,0.7,0.0,0.7025,0.0
mistralai/open-mistral-nemo-2407,1,0.0408,0.0,0.68,0.0,0.7208,0.0
openai/gpt-3.5-turbo-0613,1,0.0785,0.0,0.64,0.0,0.7185,0.0
openai/gpt-4-1106-preview,1,0.0144,0.0,0.9,0.0,0.8856,0.0
openai/gpt-4o-2024-05-13,1,0.015,0.0,0.88,0.0,0.865,0.0
qwen/qwen1.5-32b,1,0.0865,0.0,0.86,0.0,0.7735,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0127,0.0,0.88,0.0,0.8673,0.0
tiiuae/falcon-40b,1,0.0704,0.0,0.06,0.0,0.1304,0.0
writer/palmyra-x-v3,1,0.0335,0.0,0.74,0.0,0.7735,0.0
