model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
open-llm-leaderboard/details_rombodawg__Leaderboard-killer-MoE_4x7b,1,0.0163,0.0,0.77,0.0,0.7537,0.0,Winogrande
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.0331,0.0,0.82,0.0,0.7869,0.0,Winogrande
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0663,0.0,0.91,0.0,0.8437,0.0,Winogrande
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.0106,0.0,0.68,0.0,0.6906,0.0,Winogrande
open-llm-leaderboard/details_nfaheem__Marcoroni-7b-DPO-Merge,1,0.0024,0.0,0.85,0.0,0.8524,0.0,Winogrande
open-llm-leaderboard/details_maywell__PiVoT-SUS-RP,1,0.0135,0.0,0.82,0.0,0.8335,0.0,Winogrande
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0973,0.0,0.72,0.0,0.6227,0.0,Winogrande
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0426,0.0,0.79,0.0,0.7474,0.0,Winogrande
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-2x34b,1,0.0077,0.0,0.84,0.0,0.8477,0.0,Winogrande
open-llm-leaderboard/details_macadeliccc__laser-dolphin-mixtral-2x7b-dpo,1,0.0499,0.0,0.84,0.0,0.7901,0.0,Winogrande
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.0142,0.0,0.79,0.0,0.7758,0.0,Winogrande
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.0294,0.0,0.81,0.0,0.7806,0.0,Winogrande
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0347,0.0,0.82,0.0,0.7853,0.0,Winogrande
open-llm-leaderboard/details_Pierre-obi__Mistral_solar-slerp,1,0.0481,0.0,0.73,0.0,0.6819,0.0,Winogrande
open-llm-leaderboard/details_AA051611__A0110,1,0.0268,0.0,0.85,0.0,0.8232,0.0,Winogrande
open-llm-leaderboard/details_AA051610__A0106,1,0.0528,0.0,0.88,0.0,0.8272,0.0,Winogrande
open-llm-leaderboard/details_jilp00__Hermes-2-SOLAR-10.7B-Symbolic,1,0.0426,0.0,0.85,0.0,0.8074,0.0,Winogrande
open-llm-leaderboard/details_gagan3012__MetaModel_moe,1,0.0465,0.0,0.88,0.0,0.8335,0.0,Winogrande
open-llm-leaderboard/details_notbdq__alooowso,1,0.0257,0.0,0.8,0.0,0.7743,0.0,Winogrande
open-llm-leaderboard/details_shadowml__Daredevil-7B,1,0.0271,0.0,0.84,0.0,0.8129,0.0,Winogrande
open-llm-leaderboard/details_KnutJaegersberg__Deacon-34b-Adapter,1,0.0105,0.0,0.84,0.0,0.8295,0.0,Winogrande
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.6,1,0.0255,0.0,0.81,0.0,0.7845,0.0,Winogrande
open-llm-leaderboard/details_jondurbin__bagel-dpo-34b-v0.2,1,0.0135,0.0,0.82,0.0,0.8335,0.0,Winogrande
open-llm-leaderboard/details_OpenBuddy__openbuddy-falcon-40b-v16.1-4k,1,0.0418,0.0,0.82,0.0,0.7782,0.0,Winogrande
open-llm-leaderboard/details_Weyaxi__Nous-Hermes-2-SUS-Chat-2x34B,1,0.0226,0.0,0.86,0.0,0.8374,0.0,Winogrande
open-llm-leaderboard/details_jae24__openhermes_dpo_norobot_0201,1,0.0878,0.0,0.87,0.0,0.7822,0.0,Winogrande
open-llm-leaderboard/details_TomGrc__FusionNet,1,0.0473,0.0,0.88,0.0,0.8327,0.0,Winogrande
open-llm-leaderboard/details_kekmodel__StopCarbon-10.7B-v6,1,0.0457,0.0,0.88,0.0,0.8343,0.0,Winogrande
