model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-6b,1,0.0797,0.0,0.6,0.0,0.5203,0.0,MMLU-Lite
ai21/jamba-1.5-large,1,0.0304,0.0,0.72,0.0,0.6896,0.0,MMLU-Lite
allenai/olmo-7b,1,0.1019,0.0,0.4,0.0,0.2981,0.0,MMLU-Lite
anthropic/claude-3-5-haiku-20241022,1,0.0733,0.0,0.74,0.0,0.6667,0.0,MMLU-Lite
anthropic/claude-3-5-sonnet-20240620,1,0.0242,0.0,0.78,0.0,0.8042,0.0,MMLU-Lite
anthropic/claude-3-5-sonnet-20241022,1,0.0487,0.0,0.86,0.0,0.8113,0.0,MMLU-Lite
cohere/command-r-plus,1,0.0368,0.0,0.64,0.0,0.6032,0.0,MMLU-Lite
google/gemini-1.5-flash-002,1,0.081,0.0,0.76,0.0,0.679,0.0,MMLU-Lite
google/gemini-1.5-pro-002,1,0.0646,0.0,0.86,0.0,0.7954,0.0,MMLU-Lite
google/text-bison@001,1,0.0951,0.0,0.7,0.0,0.6049,0.0,MMLU-Lite
meta/llama-65b,1,0.0215,0.0,0.6,0.0,0.5785,0.0,MMLU-Lite
mistralai/mistral-large-2407,1,0.0554,0.0,0.68,0.0,0.7354,0.0,MMLU-Lite
mistralai/mixtral-8x22b,1,0.0275,0.0,0.74,0.0,0.7125,0.0,MMLU-Lite
openai/gpt-4-0613,1,0.0228,0.0,0.76,0.0,0.7372,0.0,MMLU-Lite
openai/gpt-4o-mini-2024-07-18,1,0.0933,0.0,0.76,0.0,0.6667,0.0,MMLU-Lite
openai/text-davinci-002,1,0.0939,0.0,0.66,0.0,0.5661,0.0,MMLU-Lite
openai/text-davinci-003,1,0.068,0.0,0.62,0.0,0.552,0.0,MMLU-Lite
qwen/qwen1.5-110b-chat,1,0.0216,0.0,0.72,0.0,0.6984,0.0,MMLU-Lite
qwen/qwen1.5-72b,1,0.0127,0.0,0.66,0.0,0.6473,0.0,MMLU-Lite
qwen/qwen1.5-7b,1,0.0409,0.0,0.6,0.0,0.5591,0.0,MMLU-Lite
qwen/qwen2-72b-instruct,1,0.1057,0.0,0.88,0.0,0.7743,0.0,MMLU-Lite
writer/palmyra-x-v2,1,0.0757,0.0,0.7,0.0,0.6243,0.0,MMLU-Lite
01-ai/yi-6b,1,0.0054,0.0,0.1121,0.0,0.1067,0.0,WMT-14 Translation
ai21/jamba-1.5-large,1,0.0144,0.0,0.1709,0.0,0.1853,0.0,WMT-14 Translation
allenai/olmo-7b,1,0.0231,0.0,0.1143,0.0,0.0912,0.0,WMT-14 Translation
anthropic/claude-3-5-haiku-20241022,1,0.0224,0.0,0.0984,0.0,0.1208,0.0,WMT-14 Translation
anthropic/claude-3-5-sonnet-20240620,1,0.0338,0.0,0.1712,0.0,0.205,0.0,WMT-14 Translation
