model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.016,0.0,0.54,0.0,0.524,0.0,DyckLanguage
ai21/j1-grande-v2-beta,1,0.006,0.0,0.65,0.0,0.644,0.0,DyckLanguage
ai21/j1-jumbo,1,0.008,0.0,0.46,0.0,0.468,0.0,DyckLanguage
ai21/j2-large,1,0.054,0.0,0.52,0.0,0.574,0.0,DyckLanguage
anthropic/stanford-online-all-v4-s3,1,0.01,0.0,0.84,0.0,0.85,0.0,DyckLanguage
cohere/command-xlarge-beta,1,0.036,0.0,0.49,0.0,0.454,0.0,DyckLanguage
cohere/xlarge-20221108,1,0.032,0.0,0.63,0.0,0.598,0.0,DyckLanguage
lmsys/vicuna-7b-v1.3,1,0.032,0.0,0.59,0.0,0.622,0.0,DyckLanguage
microsoft/TNLGv2_530B,1,0.042,0.0,0.82,0.0,0.778,0.0,DyckLanguage
microsoft/TNLGv2_7B,1,0.076,0.0,0.46,0.0,0.536,0.0,DyckLanguage
mosaicml/mpt-30b,1,0.006,0.0,0.64,0.0,0.634,0.0,DyckLanguage
openai/text-babbage-001,1,0.048,0.0,0.16,0.0,0.208,0.0,DyckLanguage
openai/text-davinci-003,1,0.05,0.0,0.71,0.0,0.76,0.0,DyckLanguage
together/bloom,1,0.102,0.0,0.63,0.0,0.528,0.0,DyckLanguage
together/opt-175b,1,0.004,0.0,0.52,0.0,0.516,0.0,DyckLanguage
together/redpajama-incite-base-3b-v1,1,0.01,0.0,0.54,0.0,0.53,0.0,DyckLanguage
writer/palmyra-x,1,0.042,0.0,0.64,0.0,0.598,0.0,DyckLanguage
AlephAlpha/luminous-base,1,0.0248,0.0,0.19,0.0,0.2148,0.0,LSAT
ai21/j1-grande-v2-beta,1,0.0044,0.0,0.18,0.0,0.1844,0.0,LSAT
ai21/j1-jumbo,1,0.0257,0.0,0.26,0.0,0.2343,0.0,LSAT
ai21/j2-large,1,0.0239,0.0,0.23,0.0,0.2061,0.0,LSAT
anthropic/stanford-online-all-v4-s3,1,0.0652,0.0,0.28,0.0,0.2148,0.0,LSAT
cohere/command-xlarge-beta,1,0.0339,0.0,0.24,0.0,0.2061,0.0,LSAT
cohere/xlarge-20221108,1,0.0986,0.0,0.27,0.0,0.1714,0.0,LSAT
lmsys/vicuna-7b-v1.3,1,0.0765,0.0,0.25,0.0,0.1735,0.0,LSAT
microsoft/TNLGv2_530B,1,0.0252,0.0,0.24,0.0,0.2148,0.0,LSAT
microsoft/TNLGv2_7B,1,0.0061,0.0,0.2,0.0,0.2061,0.0,LSAT
mosaicml/mpt-30b,1,0.0387,0.0,0.26,0.0,0.2213,0.0,LSAT
openai/text-babbage-001,1,0.0156,0.0,0.2,0.0,0.1844,0.0,LSAT
openai/text-davinci-003,1,0.0227,0.0,0.27,0.0,0.2473,0.0,LSAT
together/bloom,1,0.0369,0.0,0.23,0.0,0.1931,0.0,LSAT
together/opt-175b,1,0.0331,0.0,0.25,0.0,0.2169,0.0,LSAT
together/redpajama-incite-base-3b-v1,1,0.0482,0.0,0.16,0.0,0.2082,0.0,LSAT
writer/palmyra-x,1,0.0418,0.0,0.25,0.0,0.2082,0.0,LSAT
