model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
anthropic/stanford-online-all-v4-s3,1,0.0,0.0,0.0,0.0,0.0,0.0,BLiMP
together/bloom,1,0.0174,0.0,0.26,0.0,0.2426,0.0,BLiMP
together/opt-175b,1,0.0,0.0,0.0,0.0,0.0,0.0,BLiMP
ai21/j1-grande-v2-beta,1,0.058,0.0,0.76,0.0,0.818,0.0,BLiMP
ai21/j1-jumbo,1,0.0507,0.0,0.77,0.0,0.8207,0.0,BLiMP
ai21/j2-large,1,0.0617,0.0,0.76,0.0,0.8217,0.0,BLiMP
cohere/command-xlarge-beta,1,0.004,0.0,0.8,0.0,0.796,0.0,BLiMP
cohere/xlarge-20221108,1,0.0848,0.0,0.74,0.0,0.8248,0.0,BLiMP
microsoft/TNLGv2_530B,1,0.0004,0.0,0.82,0.0,0.8204,0.0,BLiMP
openai/text-babbage-001,1,0.0604,0.0,0.83,0.0,0.7696,0.0,BLiMP
AlephAlpha/luminous-base,1,0.056,0.0,0.5277,0.0,0.5837,0.0,NarrativeQA-Classic
ai21/j1-grande-v2-beta,1,0.0235,0.0,0.7445,0.0,0.721,0.0,NarrativeQA-Classic
ai21/j1-jumbo,1,0.0051,0.0,0.6989,0.0,0.6938,0.0,NarrativeQA-Classic
anthropic/stanford-online-all-v4-s3,1,0.0341,0.0,0.7865,0.0,0.7524,0.0,NarrativeQA-Classic
cohere/command-xlarge-beta,1,0.0174,0.0,0.7649,0.0,0.7475,0.0,NarrativeQA-Classic
cohere/xlarge-20221108,1,0.0396,0.0,0.6558,0.0,0.6162,0.0,NarrativeQA-Classic
lmsys/vicuna-13b-v1.3,1,0.0025,0.0,0.6995,0.0,0.702,0.0,NarrativeQA-Classic
meta/llama-7b,1,0.006,0.0,0.6783,0.0,0.6843,0.0,NarrativeQA-Classic
microsoft/TNLGv2_530B,1,0.0451,0.0,0.7372,0.0,0.6921,0.0,NarrativeQA-Classic
mistralai/mistral-7b-v0.1,1,0.008,0.0,0.7398,0.0,0.7318,0.0,NarrativeQA-Classic
openai/text-babbage-001,1,0.0125,0.0,0.4262,0.0,0.4138,0.0,NarrativeQA-Classic
stanford/alpaca-7b,1,0.0303,0.0,0.4345,0.0,0.4042,0.0,NarrativeQA-Classic
together/bloom,1,0.0124,0.0,0.6339,0.0,0.6463,0.0,NarrativeQA-Classic
together/opt-175b,1,0.021,0.0,0.6816,0.0,0.6606,0.0,NarrativeQA-Classic
together/redpajama-incite-instruct-3b-v1,1,0.008,0.0,0.6585,0.0,0.6505,0.0,NarrativeQA-Classic
together/yalm,1,0.0744,0.0,0.1469,0.0,0.2213,0.0,NarrativeQA-Classic
AlephAlpha/luminous-base,1,0.0545,0.0,0.27,0.0,0.3245,0.0,BabiQA
ai21/j1-grande-v2-beta,1,0.027,0.0,0.5,0.0,0.527,0.0,BabiQA
ai21/j1-jumbo,1,0.0349,0.0,0.46,0.0,0.4949,0.0,BabiQA
ai21/j2-large,1,0.0652,0.0,0.32,0.0,0.3852,0.0,BabiQA
anthropic/stanford-online-all-v4-s3,1,0.0018,0.0,0.46,0.0,0.4582,0.0,BabiQA
cohere/command-xlarge-beta,1,0.0199,0.0,0.45,0.0,0.4301,0.0,BabiQA
cohere/xlarge-20221108,1,0.0316,0.0,0.35,0.0,0.3816,0.0,BabiQA
lmsys/vicuna-13b-v1.3,1,0.0023,0.0,0.51,0.0,0.5077,0.0,BabiQA
meta/llama-7b,1,0.0372,0.0,0.4,0.0,0.4372,0.0,BabiQA
microsoft/TNLGv2_530B,1,0.0759,0.0,0.48,0.0,0.4041,0.0,BabiQA
mistralai/mistral-7b-v0.1,1,0.045,0.0,0.48,0.0,0.525,0.0,BabiQA
openai/text-babbage-001,1,0.0291,0.0,0.25,0.0,0.2791,0.0,BabiQA
stanford/alpaca-7b,1,0.0921,0.0,0.29,0.0,0.3821,0.0,BabiQA
together/bloom,1,0.0953,0.0,0.27,0.0,0.3653,0.0,BabiQA
together/opt-175b,1,0.1008,0.0,0.24,0.0,0.3408,0.0,BabiQA
together/redpajama-incite-instruct-3b-v1,1,0.0173,0.0,0.35,0.0,0.3673,0.0,BabiQA
together/yalm,1,0.0842,0.0,0.2,0.0,0.2842,0.0,BabiQA
AlephAlpha/luminous-base,1,0.016,0.0,0.3,0.0,0.316,0.0,BBQ
ai21/j1-grande-v2-beta,1,0.066,0.0,0.53,0.0,0.464,0.0,BBQ
ai21/j1-jumbo,1,0.042,0.0,0.3,0.0,0.342,0.0,BBQ
ai21/j2-large,1,0.013,0.0,0.34,0.0,0.327,0.0,BBQ
anthropic/stanford-online-all-v4-s3,1,0.009,0.0,0.54,0.0,0.531,0.0,BBQ
cohere/command-xlarge-beta,1,0.017,0.0,0.49,0.0,0.473,0.0,BBQ
cohere/xlarge-20221108,1,0.042,0.0,0.33,0.0,0.372,0.0,BBQ
microsoft/TNLGv2_530B,1,0.022,0.0,0.43,0.0,0.452,0.0,BBQ
openai/text-babbage-001,1,0.014,0.0,0.33,0.0,0.344,0.0,BBQ
together/bloom,1,0.009,0.0,0.37,0.0,0.361,0.0,BBQ
together/opt-175b,1,0.079,0.0,0.26,0.0,0.339,0.0,BBQ
together/yalm,1,0.067,0.0,0.26,0.0,0.327,0.0,BBQ
AlephAlpha/luminous-base,1,0.0778,0.0,0.33,0.0,0.2522,0.0,MMLU-Classic
ai21/j1-grande-v2-beta,1,0.0503,0.0,0.38,0.0,0.4303,0.0,MMLU-Classic
ai21/j1-jumbo,1,0.0087,0.0,0.27,0.0,0.2787,0.0,MMLU-Classic
ai21/j2-large,1,0.0633,0.0,0.27,0.0,0.3333,0.0,MMLU-Classic
anthropic/stanford-online-all-v4-s3,1,0.0615,0.0,0.42,0.0,0.4815,0.0,MMLU-Classic
cohere/command-xlarge-beta,1,0.0533,0.0,0.37,0.0,0.4233,0.0,MMLU-Classic
cohere/xlarge-20221108,1,0.1449,0.0,0.48,0.0,0.3351,0.0,MMLU-Classic
lmsys/vicuna-13b-v1.3,1,0.022,0.0,0.47,0.0,0.448,0.0,MMLU-Classic
meta/llama-7b,1,0.0002,0.0,0.3,0.0,0.2998,0.0,MMLU-Classic
microsoft/TNLGv2_530B,1,0.0308,0.0,0.47,0.0,0.4392,0.0,MMLU-Classic
mistralai/mistral-7b-v0.1,1,0.0009,0.0,0.56,0.0,0.5591,0.0,MMLU-Classic
openai/text-babbage-001,1,0.081,0.0,0.15,0.0,0.231,0.0,MMLU-Classic
stanford/alpaca-7b,1,0.0521,0.0,0.32,0.0,0.3721,0.0,MMLU-Classic
together/bloom,1,0.0134,0.0,0.29,0.0,0.3034,0.0,MMLU-Classic
together/opt-175b,1,0.0378,0.0,0.35,0.0,0.3122,0.0,MMLU-Classic
together/redpajama-incite-instruct-3b-v1,1,0.0775,0.0,0.18,0.0,0.2575,0.0,MMLU-Classic
together/yalm,1,0.0116,0.0,0.23,0.0,0.2416,0.0,MMLU-Classic
AlephAlpha/luminous-base,1,0.0175,0.0,0.69,0.0,0.7075,0.0,EntityDataImputation
ai21/j1-grande-v2-beta,1,0.0011,0.0,0.77,0.0,0.7689,0.0,EntityDataImputation
ai21/j1-jumbo,1,0.0023,0.0,0.71,0.0,0.7123,0.0,EntityDataImputation
ai21/j2-large,1,0.037,0.0,0.68,0.0,0.717,0.0,EntityDataImputation
anthropic/stanford-online-all-v4-s3,1,0.0141,0.0,0.71,0.0,0.7241,0.0,EntityDataImputation
cohere/command-xlarge-beta,1,0.0282,0.0,0.71,0.0,0.7382,0.0,EntityDataImputation
cohere/xlarge-20221108,1,0.0059,0.0,0.77,0.0,0.7759,0.0,EntityDataImputation
