model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0148,0.0,0.04,0.0,0.0252,0.0
ai21/jamba-1.5-mini,1,0.0105,0.0,0.34,0.0,0.3295,0.0
anthropic/claude-2.0,1,0.0013,0.0,0.66,0.0,0.6613,0.0
anthropic/claude-3-haiku-20240307,1,0.0032,0.0,0.2,0.0,0.1968,0.0
anthropic/claude-3-sonnet-20240229,1,0.033,0.0,0.12,0.0,0.087,0.0
anthropic/claude-instant-1.2,1,0.0492,0.0,0.5,0.0,0.5492,0.0
cohere/command-r,1,0.0683,0.0,0.22,0.0,0.2883,0.0
cohere/command,1,0.0546,0.0,0.32,0.0,0.2654,0.0
databricks/dbrx-instruct,1,0.0202,0.0,0.32,0.0,0.2998,0.0
deepseek-ai/deepseek-v3,1,0.0109,0.0,0.94,0.0,0.9291,0.0
google/gemini-1.0-pro-002,1,0.0838,0.0,0.8,0.0,0.7162,0.0
google/gemma-2-27b-it,1,0.0528,0.0,0.84,0.0,0.7872,0.0
google/text-unicorn@001,1,0.0323,0.0,0.7,0.0,0.7323,0.0
meta/llama-3-70b,1,0.054,0.0,0.66,0.0,0.714,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0632,0.0,0.8,0.0,0.7368,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0199,0.0,0.64,0.0,0.6201,0.0
mistralai/mistral-large-2402,1,0.0059,0.0,0.8,0.0,0.7941,0.0
mistralai/mistral-small-2402,1,0.0666,0.0,0.76,0.0,0.6934,0.0
openai/gpt-4-1106-preview,1,0.0344,0.0,0.92,0.0,0.8856,0.0
openai/gpt-4o-2024-05-13,1,0.005,0.0,0.86,0.0,0.865,0.0
qwen/qwen1.5-14b,1,0.0008,0.0,0.72,0.0,0.7208,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0138,0.0,0.92,0.0,0.9062,0.0
tiiuae/falcon-40b,1,0.0096,0.0,0.14,0.0,0.1304,0.0
upstage/solar-pro-241126,1,0.0067,0.0,0.62,0.0,0.6133,0.0
writer/palmyra-x-v3,1,0.0135,0.0,0.76,0.0,0.7735,0.0
