model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0148,0.0,0.04,0.0,0.0252,0.0
ai21/jamba-1.5-mini,1,0.0905,0.0,0.42,0.0,0.3295,0.0
anthropic/claude-2.0,1,0.0787,0.0,0.74,0.0,0.6613,0.0
anthropic/claude-3-haiku-20240307,1,0.0368,0.0,0.16,0.0,0.1968,0.0
anthropic/claude-3-sonnet-20240229,1,0.027,0.0,0.06,0.0,0.087,0.0
anthropic/claude-instant-1.2,1,0.0292,0.0,0.52,0.0,0.5492,0.0
cohere/command-r,1,0.0283,0.0,0.26,0.0,0.2883,0.0
cohere/command,1,0.0146,0.0,0.28,0.0,0.2654,0.0
databricks/dbrx-instruct,1,0.0198,0.0,0.28,0.0,0.2998,0.0
deepseek-ai/deepseek-v3,1,0.0309,0.0,0.96,0.0,0.9291,0.0
google/gemini-1.0-pro-002,1,0.0238,0.0,0.74,0.0,0.7162,0.0
google/gemma-2-27b-it,1,0.0672,0.0,0.72,0.0,0.7872,0.0
google/text-unicorn@001,1,0.1123,0.0,0.62,0.0,0.7323,0.0
meta/llama-3-70b,1,0.026,0.0,0.74,0.0,0.714,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0768,0.0,0.66,0.0,0.7368,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0401,0.0,0.58,0.0,0.6201,0.0
mistralai/mistral-large-2402,1,0.0741,0.0,0.72,0.0,0.7941,0.0
mistralai/mistral-small-2402,1,0.0534,0.0,0.64,0.0,0.6934,0.0
openai/gpt-4-1106-preview,1,0.0144,0.0,0.9,0.0,0.8856,0.0
openai/gpt-4o-2024-05-13,1,0.015,0.0,0.88,0.0,0.865,0.0
qwen/qwen1.5-14b,1,0.0392,0.0,0.76,0.0,0.7208,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0338,0.0,0.94,0.0,0.9062,0.0
tiiuae/falcon-40b,1,0.0096,0.0,0.14,0.0,0.1304,0.0
upstage/solar-pro-241126,1,0.0067,0.0,0.62,0.0,0.6133,0.0
writer/palmyra-x-v3,1,0.0935,0.0,0.68,0.0,0.7735,0.0
