model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0252,0.0,0.0,0.0,0.0252,0.0,MATH Competition
ai21/jamba-1.5-large,1,0.0037,0.0,0.74,0.0,0.7437,0.0,MATH Competition
ai21/jamba-1.5-mini,1,0.0905,0.0,0.42,0.0,0.3295,0.0,MATH Competition
amazon/nova-micro-v1:0,1,0.0082,0.0,0.8,0.0,0.7918,0.0,MATH Competition
amazon/nova-pro-v1:0,1,0.0219,0.0,0.88,0.0,0.8581,0.0,MATH Competition
anthropic/claude-2.1,1,0.0957,0.0,0.6,0.0,0.6957,0.0,MATH Competition
anthropic/claude-3-5-sonnet-20240620,1,0.0061,0.0,0.82,0.0,0.8261,0.0,MATH Competition
anthropic/claude-3-haiku-20240307,1,0.0232,0.0,0.22,0.0,0.1968,0.0,MATH Competition
cohere/command,1,0.0146,0.0,0.28,0.0,0.2654,0.0,MATH Competition
meta/llama-2-7b,1,0.057,0.0,0.16,0.0,0.103,0.0,MATH Competition
meta/llama-3-70b,1,0.014,0.0,0.7,0.0,0.714,0.0,MATH Competition
meta/llama-65b,1,0.0781,0.0,0.24,0.0,0.3181,0.0,MATH Competition
mistralai/mistral-7b-instruct-v0.3,1,0.0718,0.0,0.26,0.0,0.3318,0.0,MATH Competition
mistralai/mistral-large-2407,1,0.0808,0.0,0.64,0.0,0.7208,0.0,MATH Competition
mistralai/mistral-small-2402,1,0.0934,0.0,0.6,0.0,0.6934,0.0,MATH Competition
mistralai/mixtral-8x7b-32kseqlen,1,0.0085,0.0,0.56,0.0,0.5515,0.0,MATH Competition
openai/gpt-4-1106-preview,1,0.0456,0.0,0.84,0.0,0.8856,0.0,MATH Competition
openai/gpt-4-turbo-2024-04-09,1,0.0096,0.0,0.86,0.0,0.8696,0.0,MATH Competition
openai/gpt-4o-mini-2024-07-18,1,0.029,0.0,0.82,0.0,0.849,0.0,MATH Competition
qwen/qwen2.5-72b-instruct-turbo,1,0.0062,0.0,0.9,0.0,0.9062,0.0,MATH Competition
upstage/solar-pro-241126,1,0.0067,0.0,0.62,0.0,0.6133,0.0,MATH Competition
writer/palmyra-x-004,1,0.0769,0.0,0.74,0.0,0.8169,0.0,MATH Competition
AlephAlpha/luminous-base,1,0.1433,0.0,0.54,0.0,0.3967,0.0,LegalBench
ai21/jamba-1.5-large,1,0.0716,0.0,0.52,0.0,0.5916,0.0,LegalBench
ai21/jamba-1.5-mini,1,0.0045,0.0,0.42,0.0,0.4245,0.0,LegalBench
amazon/nova-micro-v1:0,1,0.0323,0.0,0.66,0.0,0.6277,0.0,LegalBench
amazon/nova-pro-v1:0,1,0.0605,0.0,0.62,0.0,0.6805,0.0,LegalBench
anthropic/claude-2.1,1,0.1028,0.0,0.46,0.0,0.5628,0.0,LegalBench
anthropic/claude-3-5-sonnet-20240620,1,0.0404,0.0,0.58,0.0,0.6204,0.0,LegalBench
anthropic/claude-3-haiku-20240307,1,0.1717,0.0,0.14,0.0,0.3117,0.0,LegalBench
