model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-extended,1,0.1,0.0,0.36,0.0,0.26,0.0,MedQA
ai21/jamba-1.5-mini,1,0.023,0.0,0.64,0.0,0.617,0.0,MedQA
amazon/nova-pro-v1:0,1,0.073,0.0,0.72,0.0,0.793,0.0,MedQA
anthropic/claude-2.1,1,0.077,0.0,0.56,0.0,0.637,0.0,MedQA
anthropic/claude-3-5-sonnet-20240620,1,0.071,0.0,0.76,0.0,0.831,0.0,MedQA
cohere/command-r-plus,1,0.119,0.0,0.68,0.0,0.561,0.0,MedQA
google/gemini-1.5-flash-001,1,0.064,0.0,0.72,0.0,0.656,0.0,MedQA
google/gemini-1.5-flash-002,1,0.036,0.0,0.68,0.0,0.644,0.0,MedQA
google/gemini-1.5-pro-001,1,0.068,0.0,0.76,0.0,0.692,0.0,MedQA
google/gemini-1.5-pro-002,1,0.01,0.0,0.76,0.0,0.77,0.0,MedQA
meta/llama-3-8b,1,0.112,0.0,0.68,0.0,0.568,0.0,MedQA
meta/llama-3.1-405b-instruct-turbo,1,0.027,0.0,0.88,0.0,0.853,0.0,MedQA
mistralai/mistral-7b-instruct-v0.3,1,0.016,0.0,0.48,0.0,0.496,0.0,MedQA
mistralai/mixtral-8x7b-32kseqlen,1,0.206,0.0,0.84,0.0,0.634,0.0,MedQA
openai/gpt-4-turbo-2024-04-09,1,0.067,0.0,0.72,0.0,0.787,0.0,MedQA
openai/gpt-4o-2024-08-06,1,0.069,0.0,0.8,0.0,0.869,0.0,MedQA
openai/gpt-4o-mini-2024-07-18,1,0.056,0.0,0.8,0.0,0.744,0.0,MedQA
qwen/qwen1.5-72b,1,0.136,0.0,0.8,0.0,0.664,0.0,MedQA
qwen/qwen2.5-72b-instruct-turbo,1,0.156,0.0,0.6,0.0,0.756,0.0,MedQA
qwen/qwen2.5-7b-instruct-turbo,1,0.143,0.0,0.72,0.0,0.577,0.0,MedQA
snowflake/snowflake-arctic-instruct,1,0.008,0.0,0.56,0.0,0.552,0.0,MedQA
tiiuae/falcon-40b,1,0.148,0.0,0.56,0.0,0.412,0.0,MedQA
AlephAlpha/luminous-extended,1,0.1407,0.0,0.4,0.0,0.2593,0.0,MMLU-Lite
ai21/jamba-1.5-mini,1,0.1415,0.0,0.72,0.0,0.5785,0.0,MMLU-Lite
amazon/nova-pro-v1:0,1,0.1237,0.0,0.64,0.0,0.7637,0.0,MMLU-Lite
anthropic/claude-2.1,1,0.0292,0.0,0.68,0.0,0.6508,0.0,MMLU-Lite
anthropic/claude-3-5-sonnet-20240620,1,0.0358,0.0,0.84,0.0,0.8042,0.0,MMLU-Lite
cohere/command-r-plus,1,0.1568,0.0,0.76,0.0,0.6032,0.0,MMLU-Lite
google/gemini-1.5-flash-001,1,0.1381,0.0,0.84,0.0,0.7019,0.0,MMLU-Lite
google/gemini-1.5-flash-002,1,0.041,0.0,0.72,0.0,0.679,0.0,MMLU-Lite
google/gemini-1.5-pro-001,1,0.024,0.0,0.8,0.0,0.776,0.0,MMLU-Lite
google/gemini-1.5-pro-002,1,0.1246,0.0,0.92,0.0,0.7954,0.0,MMLU-Lite
meta/llama-3-8b,1,0.1968,0.0,0.8,0.0,0.6032,0.0,MMLU-Lite
meta/llama-3.1-405b-instruct-turbo,1,0.0037,0.0,0.76,0.0,0.7637,0.0,MMLU-Lite
mistralai/mistral-7b-instruct-v0.3,1,0.0503,0.0,0.56,0.0,0.5097,0.0,MMLU-Lite
mistralai/mixtral-8x7b-32kseqlen,1,0.1127,0.0,0.76,0.0,0.6473,0.0,MMLU-Lite
openai/gpt-4-turbo-2024-04-09,1,0.0475,0.0,0.76,0.0,0.7125,0.0,MMLU-Lite
