model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-large-preview,1,0.064,0.0,0.78,0.0,0.716,0.0
allenai/olmo-7b,1,0.1419,0.0,0.44,0.0,0.2981,0.0
cohere/command-r-plus,1,0.0632,0.0,0.54,0.0,0.6032,0.0
cohere/command,1,0.018,0.0,0.54,0.0,0.522,0.0
google/gemma-2-27b-it,1,0.0316,0.0,0.7,0.0,0.6684,0.0
microsoft/phi-2,1,0.0026,0.0,0.5,0.0,0.4974,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0697,0.0,0.44,0.0,0.5097,0.0
openai/gpt-4o-mini-2024-07-18,1,0.0067,0.0,0.66,0.0,0.6667,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0196,0.0,0.64,0.0,0.6596,0.0
writer/palmyra-x-v3,1,0.0037,0.0,0.7,0.0,0.7037,0.0
