model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-large-preview,1,0.014,0.0,0.96,0.0,0.946,0.0,OpenBookQA
ai21/jamba-1.5-large,1,0.008,0.0,0.94,0.0,0.948,0.0,OpenBookQA
amazon/nova-lite-v1:0,1,0.032,0.0,0.96,0.0,0.928,0.0,OpenBookQA
anthropic/claude-3-opus-20240229,1,0.024,0.0,0.98,0.0,0.956,0.0,OpenBookQA
anthropic/claude-3-sonnet-20240229,1,0.062,0.0,0.98,0.0,0.918,0.0,OpenBookQA
anthropic/claude-instant-1.2,1,0.024,0.0,0.82,0.0,0.844,0.0,OpenBookQA
cohere/command-light,1,0.098,0.0,0.3,0.0,0.398,0.0,OpenBookQA
cohere/command,1,0.066,0.0,0.84,0.0,0.774,0.0,OpenBookQA
deepseek-ai/deepseek-v3,1,0.026,0.0,0.98,0.0,0.954,0.0,OpenBookQA
google/gemini-1.5-flash-001,1,0.052,0.0,0.98,0.0,0.928,0.0,OpenBookQA
google/gemini-1.5-flash-002,1,0.066,0.0,0.98,0.0,0.914,0.0,OpenBookQA
google/gemma-2-27b-it,1,0.062,0.0,0.98,0.0,0.918,0.0,OpenBookQA
google/text-bison@001,1,0.042,0.0,0.92,0.0,0.878,0.0,OpenBookQA
meta/llama-3.3-70b-instruct-turbo,1,0.032,0.0,0.96,0.0,0.928,0.0,OpenBookQA
microsoft/phi-2,1,0.042,0.0,0.84,0.0,0.798,0.0,OpenBookQA
microsoft/phi-3-medium-4k-instruct,1,0.044,0.0,0.96,0.0,0.916,0.0,OpenBookQA
microsoft/phi-3-small-8k-instruct,1,0.008,0.0,0.92,0.0,0.912,0.0,OpenBookQA
mistralai/mixtral-8x7b-32kseqlen,1,0.072,0.0,0.94,0.0,0.868,0.0,OpenBookQA
openai/gpt-4o-2024-05-13,1,0.034,0.0,1.0,0.0,0.966,0.0,OpenBookQA
