model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-large-preview,1,0.046,0.0,0.7,0.0,0.746,0.0
AlephAlpha/luminous-supreme,1,0.0001,0.0,0.08,0.0,0.0801,0.0
ai21/j2-grande,1,0.0136,0.0,0.08,0.0,0.0664,0.0
ai21/j2-jumbo,1,0.0253,0.0,0.08,0.0,0.1053,0.0
ai21/jamba-1.5-mini,1,0.0105,0.0,0.34,0.0,0.3295,0.0
allenai/olmo-7b,1,0.0034,0.0,0.04,0.0,0.0366,0.0
amazon/nova-micro-v1:0,1,0.0518,0.0,0.74,0.0,0.7918,0.0
anthropic/claude-2.0,1,0.0213,0.0,0.64,0.0,0.6613,0.0
anthropic/claude-2.1,1,0.0757,0.0,0.62,0.0,0.6957,0.0
anthropic/claude-3-5-haiku-20241022,1,0.0207,0.0,0.92,0.0,0.8993,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0045,0.0,0.92,0.0,0.9245,0.0
anthropic/claude-3-opus-20240229,1,0.0095,0.0,0.78,0.0,0.7895,0.0
anthropic/claude-3-sonnet-20240229,1,0.027,0.0,0.06,0.0,0.087,0.0
cohere/command-r,1,0.0283,0.0,0.26,0.0,0.2883,0.0
databricks/dbrx-instruct,1,0.0202,0.0,0.32,0.0,0.2998,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.1099,0.0,0.54,0.0,0.6499,0.0
deepseek-ai/deepseek-v3,1,0.0509,0.0,0.98,0.0,0.9291,0.0
google/gemini-1.5-flash-001,1,0.0072,0.0,0.78,0.0,0.7872,0.0
google/gemini-1.5-flash-002,1,0.0109,0.0,0.94,0.0,0.9291,0.0
google/gemini-1.5-pro-001,1,0.0173,0.0,0.88,0.0,0.8627,0.0
google/gemma-2-27b-it,1,0.0328,0.0,0.82,0.0,0.7872,0.0
google/gemma-2-9b-it,1,0.1089,0.0,0.66,0.0,0.7689,0.0
google/gemma-7b,1,0.0348,0.0,0.6,0.0,0.5652,0.0
google/text-bison@001,1,0.0216,0.0,0.42,0.0,0.4416,0.0
google/text-unicorn@001,1,0.0077,0.0,0.74,0.0,0.7323,0.0
meta/llama-2-13b,1,0.0919,0.0,0.22,0.0,0.1281,0.0
meta/llama-2-70b,1,0.0638,0.0,0.3,0.0,0.3638,0.0
meta/llama-3-8b,1,0.0144,0.0,0.44,0.0,0.4256,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0832,0.0,0.82,0.0,0.7368,0.0
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0511,0.0,0.82,0.0,0.7689,0.0
meta/llama-3.3-70b-instruct-turbo,1,0.0733,0.0,0.92,0.0,0.8467,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0401,0.0,0.58,0.0,0.6201,0.0
mistralai/mistral-7b-v0.1,1,0.1322,0.0,0.48,0.0,0.3478,0.0
mistralai/mistral-small-2402,1,0.0666,0.0,0.76,0.0,0.6934,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0285,0.0,0.58,0.0,0.5515,0.0
openai/gpt-4-0613,1,0.0398,0.0,0.8,0.0,0.8398,0.0
openai/gpt-4-turbo-2024-04-09,1,0.0304,0.0,0.9,0.0,0.8696,0.0
openai/gpt-4o-2024-08-06,1,0.0213,0.0,0.9,0.0,0.8787,0.0
openai/gpt-4o-mini-2024-07-18,1,0.009,0.0,0.84,0.0,0.849,0.0
openai/text-davinci-002,1,0.1268,0.0,0.34,0.0,0.4668,0.0
openai/text-davinci-003,1,0.0405,0.0,0.44,0.0,0.4805,0.0
qwen/qwen1.5-110b-chat,1,0.067,0.0,0.56,0.0,0.627,0.0
qwen/qwen1.5-14b,1,0.0608,0.0,0.66,0.0,0.7208,0.0
qwen/qwen1.5-72b,1,0.0552,0.0,0.76,0.0,0.7048,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0138,0.0,0.92,0.0,0.9062,0.0
snowflake/snowflake-arctic-instruct,1,0.0527,0.0,0.54,0.0,0.5927,0.0
tiiuae/falcon-7b,1,0.0497,0.0,0.1,0.0,0.0503,0.0
upstage/solar-pro-241126,1,0.0933,0.0,0.52,0.0,0.6133,0.0
writer/palmyra-x-004,1,0.0231,0.0,0.84,0.0,0.8169,0.0
writer/palmyra-x-v2,1,0.0124,0.0,0.66,0.0,0.6476,0.0
