model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0048,0.0,0.5789,0.0,0.5838,0.0
01-ai/yi-large-preview,1,0.0306,0.0,0.4105,0.0,0.4411,0.0
amazon/nova-lite-v1:0,1,0.0191,0.0,0.6316,0.0,0.6507,0.0
anthropic/claude-3-sonnet-20240229,1,0.0141,0.0,0.4,0.0,0.3859,0.0
cohere/command-light,1,0.0527,0.0,0.3474,0.0,0.4001,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0552,0.0,0.5368,0.0,0.5921,0.0
google/gemini-1.5-flash-001,1,0.0172,0.0,0.6196,0.0,0.6023,0.0
google/gemini-1.5-pro-001,1,0.0353,0.0,0.7368,0.0,0.7015,0.0
google/gemini-2.0-flash-exp,1,0.0828,0.0,0.6632,0.0,0.5804,0.0
google/text-unicorn@001,1,0.0073,0.0,0.5789,0.0,0.5862,0.0
meta/llama-3-70b,1,0.0135,0.0,0.7053,0.0,0.6917,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0561,0.0,0.2842,0.0,0.2281,0.0
microsoft/phi-2,1,0.0451,0.0,0.3895,0.0,0.3444,0.0
openai/gpt-4-0613,1,0.0198,0.0,0.6421,0.0,0.6619,0.0
openai/gpt-4-1106-preview,1,0.0175,0.0,0.5789,0.0,0.5965,0.0
openai/gpt-4o-mini-2024-07-18,1,0.0265,0.0,0.6,0.0,0.5735,0.0
qwen/qwen1.5-14b,1,0.0369,0.0,0.5684,0.0,0.6053,0.0
qwen/qwen1.5-32b,1,0.0158,0.0,0.6211,0.0,0.6053,0.0
qwen/qwen1.5-7b,1,0.0005,0.0,0.5789,0.0,0.5784,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0041,0.0,0.6211,0.0,0.617,0.0
writer/palmyra-x-004,1,0.0294,0.0,0.6105,0.0,0.64,0.0
writer/palmyra-x-v3,1,0.0838,0.0,0.5684,0.0,0.6522,0.0
