model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0574,0.0,0.77,0.0,0.7126,0.0,BoolQ
ai21/j1-grande-v2-beta,1,0.0368,0.0,0.85,0.0,0.8132,0.0,BoolQ
ai21/j1-jumbo,1,0.0504,0.0,0.81,0.0,0.7596,0.0,BoolQ
ai21/j2-large,1,0.0253,0.0,0.76,0.0,0.7347,0.0,BoolQ
cohere/command-xlarge-beta,1,0.0304,0.0,0.88,0.0,0.8496,0.0,BoolQ
cohere/small-20220720,1,0.0293,0.0,0.44,0.0,0.4693,0.0,BoolQ
meta/llama-2-70b,1,0.0635,0.0,0.9485,0.0,0.885,0.0,BoolQ
meta/llama-65b,1,0.0568,0.0,0.9278,0.0,0.871,0.0,BoolQ
mosaicml/mpt-instruct-30b,1,0.0479,0.0,0.8969,0.0,0.849,0.0,BoolQ
openai/babbage,1,0.0251,0.0,0.64,0.0,0.6149,0.0,BoolQ
openai/gpt-3.5-turbo-0613,1,0.0103,0.0,0.8763,0.0,0.866,0.0,BoolQ
openai/text-davinci-003,1,0.0245,0.0,0.9,0.0,0.8755,0.0,BoolQ
together/redpajama-incite-instruct-3b-v1,1,0.0024,0.0,0.6804,0.0,0.678,0.0,BoolQ
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,BoolQ
together/t5-11b,1,0.0286,0.0,0.77,0.0,0.7414,0.0,BoolQ
together/yalm,1,0.0464,0.0,0.67,0.0,0.6236,0.0,BoolQ
AlephAlpha/luminous-base,1,0.0248,0.0,0.19,0.0,0.2148,0.0,LSAT
ai21/j1-grande-v2-beta,1,0.0044,0.0,0.18,0.0,0.1844,0.0,LSAT
ai21/j1-jumbo,1,0.0257,0.0,0.26,0.0,0.2343,0.0,LSAT
ai21/j2-large,1,0.0239,0.0,0.23,0.0,0.2061,0.0,LSAT
cohere/command-xlarge-beta,1,0.0339,0.0,0.24,0.0,0.2061,0.0,LSAT
cohere/small-20220720,1,0.0231,0.0,0.17,0.0,0.1931,0.0,LSAT
meta/llama-2-70b,1,0.0587,0.0,0.28,0.0,0.2213,0.0,LSAT
meta/llama-65b,1,0.0287,0.0,0.25,0.0,0.2213,0.0,LSAT
mosaicml/mpt-instruct-30b,1,0.0504,0.0,0.16,0.0,0.2104,0.0,LSAT
openai/babbage,1,0.0231,0.0,0.24,0.0,0.2169,0.0,LSAT
openai/gpt-3.5-turbo-0613,1,0.0053,0.0,0.14,0.0,0.1453,0.0,LSAT
openai/text-davinci-003,1,0.0227,0.0,0.27,0.0,0.2473,0.0,LSAT
together/redpajama-incite-instruct-3b-v1,1,0.04,0.0,0.14,0.0,0.18,0.0,LSAT
together/t0pp,1,0.0426,0.0,0.24,0.0,0.1974,0.0,LSAT
together/t5-11b,1,0.0791,0.0,0.27,0.0,0.1909,0.0,LSAT
together/yalm,1,0.0287,0.0,0.25,0.0,0.2213,0.0,LSAT
