model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-extended,1,0.0,0.0,0.26,0.0,0.26,0.0,MedQA
amazon/nova-pro-v1:0,1,0.013,0.0,0.78,0.0,0.793,0.0,MedQA
anthropic/claude-instant-1.2,1,0.032,0.0,0.58,0.0,0.548,0.0,MedQA
cohere/command-r,1,0.069,0.0,0.6,0.0,0.531,0.0,MedQA
databricks/dbrx-instruct,1,0.04,0.0,0.72,0.0,0.68,0.0,MedQA
deepseek-ai/deepseek-v3,1,0.029,0.0,0.84,0.0,0.811,0.0,MedQA
google/gemini-1.5-flash-001,1,0.076,0.0,0.58,0.0,0.656,0.0,MedQA
google/gemini-2.0-flash-exp,1,0.003,0.0,0.72,0.0,0.723,0.0,MedQA
google/text-unicorn@001,1,0.079,0.0,0.76,0.0,0.681,0.0,MedQA
microsoft/phi-3-medium-4k-instruct,1,0.041,0.0,0.74,0.0,0.699,0.0,MedQA
microsoft/phi-3-small-8k-instruct,1,0.049,0.0,0.7,0.0,0.651,0.0,MedQA
mistralai/mistral-small-2402,1,0.035,0.0,0.64,0.0,0.605,0.0,MedQA
mistralai/mixtral-8x22b,1,0.008,0.0,0.7,0.0,0.708,0.0,MedQA
mistralai/mixtral-8x7b-32kseqlen,1,0.054,0.0,0.58,0.0,0.634,0.0,MedQA
openai/gpt-4-0613,1,0.043,0.0,0.86,0.0,0.817,0.0,MedQA
openai/gpt-4-1106-preview,1,0.017,0.0,0.8,0.0,0.817,0.0,MedQA
qwen/qwen1.5-72b,1,0.076,0.0,0.74,0.0,0.664,0.0,MedQA
qwen/qwen2.5-7b-instruct-turbo,1,0.043,0.0,0.62,0.0,0.577,0.0,MedQA
snowflake/snowflake-arctic-instruct,1,0.068,0.0,0.62,0.0,0.552,0.0,MedQA
upstage/solar-pro-241126,1,0.066,0.0,0.62,0.0,0.686,0.0,MedQA
writer/palmyra-x-v2,1,0.015,0.0,0.56,0.0,0.575,0.0,MedQA
writer/palmyra-x-v3,1,0.079,0.0,0.76,0.0,0.681,0.0,MedQA
AlephAlpha/luminous-extended,1,0.0851,0.0,0.5106,0.0,0.4255,0.0,LegalBench
amazon/nova-pro-v1:0,1,0.0209,0.0,0.6596,0.0,0.6805,0.0,LegalBench
anthropic/claude-instant-1.2,1,0.016,0.0,0.4894,0.0,0.4734,0.0,LegalBench
cohere/command-r,1,0.0077,0.0,0.4681,0.0,0.4758,0.0,LegalBench
databricks/dbrx-instruct,1,0.0651,0.0,0.4681,0.0,0.403,0.0,LegalBench
deepseek-ai/deepseek-v3,1,0.0671,0.0,0.7021,0.0,0.6351,0.0,LegalBench
google/gemini-1.5-flash-001,1,0.0435,0.0,0.6458,0.0,0.6023,0.0,LegalBench
google/gemini-2.0-flash-exp,1,0.1005,0.0,0.6809,0.0,0.5804,0.0,LegalBench
google/text-unicorn@001,1,0.0095,0.0,0.5957,0.0,0.5862,0.0,LegalBench
microsoft/phi-3-medium-4k-instruct,1,0.0276,0.0,0.5957,0.0,0.5681,0.0,LegalBench
