model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-extended,1,0.06,0.0,0.2,0.0,0.26,0.0,MedQA
amazon/nova-pro-v1:0,1,0.087,0.0,0.88,0.0,0.793,0.0,MedQA
anthropic/claude-instant-1.2,1,0.112,0.0,0.66,0.0,0.548,0.0,MedQA
cohere/command-r,1,0.029,0.0,0.56,0.0,0.531,0.0,MedQA
databricks/dbrx-instruct,1,0.12,0.0,0.8,0.0,0.68,0.0,MedQA
deepseek-ai/deepseek-v3,1,0.129,0.0,0.94,0.0,0.811,0.0,MedQA
google/gemini-1.5-flash-001,1,0.024,0.0,0.68,0.0,0.656,0.0,MedQA
google/gemini-2.0-flash-exp,1,0.137,0.0,0.86,0.0,0.723,0.0,MedQA
google/text-unicorn@001,1,0.021,0.0,0.66,0.0,0.681,0.0,MedQA
microsoft/phi-3-medium-4k-instruct,1,0.081,0.0,0.78,0.0,0.699,0.0,MedQA
microsoft/phi-3-small-8k-instruct,1,0.089,0.0,0.74,0.0,0.651,0.0,MedQA
mistralai/mistral-small-2402,1,0.135,0.0,0.74,0.0,0.605,0.0,MedQA
mistralai/mixtral-8x22b,1,0.112,0.0,0.82,0.0,0.708,0.0,MedQA
mistralai/mixtral-8x7b-32kseqlen,1,0.106,0.0,0.74,0.0,0.634,0.0,MedQA
openai/gpt-4-0613,1,0.063,0.0,0.88,0.0,0.817,0.0,MedQA
openai/gpt-4-1106-preview,1,0.043,0.0,0.86,0.0,0.817,0.0,MedQA
qwen/qwen1.5-72b,1,0.116,0.0,0.78,0.0,0.664,0.0,MedQA
qwen/qwen2.5-7b-instruct-turbo,1,0.103,0.0,0.68,0.0,0.577,0.0,MedQA
snowflake/snowflake-arctic-instruct,1,0.128,0.0,0.68,0.0,0.552,0.0,MedQA
upstage/solar-pro-241126,1,0.034,0.0,0.72,0.0,0.686,0.0,MedQA
writer/palmyra-x-v2,1,0.025,0.0,0.6,0.0,0.575,0.0,MedQA
writer/palmyra-x-v3,1,0.021,0.0,0.66,0.0,0.681,0.0,MedQA
